%
%
% Run:      Table:GAUGE5            SWASH version:11.01AB
%
%       Tsec          Watlev      X-vel         Y-vel      
%       [s]           [m]           [m/s]         [m/s]    
%
      0.00000        0.0000      0.000000      0.000000 
      0.05000        0.0000      0.000000      0.000000 
      0.10000        0.0000      0.000000      0.000000 
      0.15000        0.0000      0.000000      0.000000 
      0.20000       -0.0000     -0.000000      0.000000 
      0.25000        0.0000      0.000000      0.000000 
      0.30000       -0.0000     -0.000000      0.000000 
      0.35000       -0.0000     -0.000000      0.000000 
      0.40000        0.0000     -0.000000      0.000000 
      0.45000        0.0000      0.000000      0.000000 
      0.50000       -0.0000      0.000000      0.000000 
      0.55000        0.0000     -0.000000      0.000000 
      0.60000        0.0000      0.000000      0.000000 
      0.65000        0.0000      0.000000      0.000000 
      0.70000        0.0000      0.000000      0.000000 
      0.75000       -0.0000     -0.000000      0.000000 
      0.80000       -0.0000     -0.000000      0.000000 
      0.85000        0.0000      0.000000      0.000000 
      0.90000        0.0000      0.000000      0.000000 
      0.95000        0.0000      0.000000      0.000000 
      1.00000        0.0000      0.000000      0.000000 
      1.05000        0.0000      0.000000      0.000000 
      1.10000        0.0000      0.000000      0.000000 
      1.15000        0.0000      0.000000      0.000000 
      1.20000        0.0000      0.000000      0.000000 
      1.25000        0.0000      0.000000      0.000000 
      1.30000        0.0000      0.000000      0.000000 
      1.35000       -0.0000     -0.000000      0.000000 
      1.40000       -0.0000     -0.000000      0.000000 
      1.45000       -0.0000     -0.000000      0.000000 
      1.50000       -0.0000     -0.000000      0.000000 
      1.55000       -0.0000     -0.000000      0.000000 
      1.60000       -0.0000     -0.000000      0.000000 
      1.65000       -0.0000     -0.000000      0.000000 
      1.70000       -0.0000     -0.000000      0.000000 
      1.75000       -0.0000     -0.000000      0.000000 
      1.80000       -0.0000     -0.000000      0.000000 
      1.85000       -0.0000     -0.000000      0.000000 
      1.90000       -0.0000     -0.000000      0.000000 
      1.95000       -0.0000     -0.000000      0.000000 
      2.00000       -0.0000     -0.000000      0.000000 
      2.05000       -0.0000     -0.000000      0.000000 
      2.10000        0.0000      0.000000      0.000000 
      2.15000        0.0000      0.000000      0.000000 
      2.20000        0.0000      0.000000      0.000000 
      2.25000        0.0000      0.000000      0.000000 
      2.30000        0.0000      0.000000      0.000000 
      2.35000        0.0000      0.000000      0.000000 
      2.40000        0.0000      0.000000      0.000000 
      2.45000        0.0000      0.000000      0.000000 
      2.50000        0.0000      0.000000      0.000000 
      2.55000        0.0000      0.000000      0.000000 
      2.60000        0.0000      0.000000      0.000000 
      2.65000        0.0000      0.000000      0.000000 
      2.70000        0.0000      0.000000      0.000000 
      2.75000        0.0000      0.000000      0.000000 
      2.80000        0.0000      0.000000      0.000000 
      2.85000        0.0000      0.000000      0.000000 
      2.90000        0.0000      0.000000      0.000000 
      2.95000        0.0000      0.000000      0.000000 
      3.00000       -0.0000     -0.000000      0.000000 
      3.05000       -0.0000     -0.000000      0.000000 
      3.10000       -0.0000     -0.000000      0.000000 
      3.15000       -0.0000     -0.000000      0.000000 
      3.20000       -0.0000     -0.000000      0.000000 
      3.25000       -0.0000     -0.000000      0.000000 
      3.30000       -0.0000     -0.000000      0.000000 
      3.35000       -0.0000     -0.000000      0.000000 
      3.40000       -0.0000     -0.000000      0.000000 
      3.45000       -0.0000     -0.000000      0.000000 
      3.50000       -0.0000     -0.000000      0.000000 
      3.55000       -0.0000     -0.000000      0.000000 
      3.60000       -0.0000     -0.000000      0.000000 
      3.65000       -0.0000     -0.000000      0.000000 
      3.70000       -0.0000     -0.000000      0.000000 
      3.75000       -0.0000     -0.000000      0.000000 
      3.80000       -0.0000     -0.000000      0.000000 
      3.85000       -0.0000     -0.000000      0.000000 
      3.90000       -0.0000     -0.000000      0.000000 
      3.95000       -0.0000     -0.000000      0.000000 
      4.00000        0.0000      0.000000      0.000000 
      4.05000        0.0000      0.000000      0.000000 
      4.10000        0.0000      0.000000      0.000000 
      4.15000        0.0000      0.000000      0.000000 
      4.20000        0.0000      0.000000      0.000000 
      4.25000        0.0000      0.000000      0.000000 
      4.30000        0.0000      0.000000      0.000000 
      4.35000        0.0000      0.000000      0.000000 
      4.40000        0.0000      0.000000      0.000000 
      4.45000        0.0000      0.000000      0.000000 
      4.50000        0.0000      0.000000      0.000000 
      4.55000        0.0000      0.000000      0.000000 
      4.60000        0.0000      0.000000      0.000000 
      4.65000        0.0000      0.000000      0.000000 
      4.70000        0.0000      0.000000      0.000000 
      4.75000        0.0000      0.000000      0.000000 
      4.80000        0.0000      0.000000      0.000000 
      4.85000        0.0000      0.000000      0.000000 
      4.90000        0.0000      0.000000      0.000000 
      4.95000        0.0000      0.000000      0.000000 
      5.00000        0.0000      0.000000      0.000000 
      5.05000        0.0000      0.000000      0.000000 
      5.10000       -0.0000     -0.000000      0.000000 
      5.15000       -0.0000     -0.000000      0.000000 
      5.20000       -0.0000     -0.000000      0.000000 
      5.25000       -0.0000     -0.000000      0.000000 
      5.30000       -0.0000     -0.000000      0.000000 
      5.35000       -0.0000     -0.000000      0.000000 
      5.40000       -0.0000     -0.000000      0.000000 
      5.45000       -0.0000     -0.000000      0.000000 
      5.50000       -0.0000     -0.000000      0.000000 
      5.55000       -0.0000     -0.000000      0.000000 
      5.60000       -0.0000     -0.000000      0.000000 
      5.65000       -0.0000     -0.000000      0.000000 
      5.70000       -0.0000     -0.000000      0.000000 
      5.75000       -0.0000     -0.000000      0.000000 
      5.80000       -0.0000     -0.000000      0.000000 
      5.85000       -0.0000     -0.000000      0.000000 
      5.90000       -0.0000     -0.000000      0.000000 
      5.95000       -0.0000     -0.000000      0.000000 
      6.00000       -0.0000     -0.000000      0.000000 
      6.05000       -0.0000     -0.000000      0.000000 
      6.10000       -0.0000     -0.000000      0.000000 
      6.15000       -0.0000     -0.000000      0.000000 
      6.20000       -0.0000     -0.000000      0.000000 
      6.25000        0.0000      0.000000      0.000000 
      6.30000        0.0000      0.000000      0.000000 
      6.35000        0.0000      0.000000      0.000000 
      6.40000        0.0000      0.000000      0.000000 
      6.45000        0.0000      0.000000      0.000000 
      6.50000        0.0000      0.000000      0.000000 
      6.55000        0.0000      0.000000      0.000000 
      6.60000        0.0000      0.000000      0.000000 
      6.65000        0.0000      0.000000      0.000000 
      6.70000        0.0000      0.000000      0.000000 
      6.75000        0.0000      0.000000      0.000000 
      6.80000        0.0000      0.000000      0.000000 
      6.85000        0.0000      0.000000      0.000000 
      6.90000        0.0000      0.000000      0.000000 
      6.95000        0.0000      0.000000      0.000000 
      7.00000        0.0000      0.000000      0.000000 
      7.05000        0.0000      0.000000      0.000000 
      7.10000        0.0000      0.000000      0.000000 
      7.15000        0.0000      0.000000      0.000000 
      7.20000        0.0000      0.000000      0.000000 
      7.25000        0.0000      0.000000      0.000000 
      7.30000        0.0000      0.000000      0.000000 
      7.35000        0.0000      0.000000      0.000000 
      7.40000       -0.0000     -0.000000      0.000000 
      7.45000       -0.0000     -0.000000      0.000000 
      7.50000       -0.0000     -0.000000      0.000000 
      7.55000       -0.0000     -0.000000      0.000000 
      7.60000       -0.0000     -0.000001      0.000000 
      7.65000       -0.0000     -0.000001      0.000000 
      7.70000       -0.0000     -0.000001      0.000000 
      7.75000       -0.0000     -0.000002      0.000000 
      7.80000       -0.0000     -0.000002      0.000000 
      7.85000       -0.0000     -0.000002      0.000000 
      7.90000       -0.0000     -0.000003      0.000000 
      7.95000       -0.0000     -0.000003      0.000000 
      8.00000       -0.0000     -0.000004      0.000000 
      8.05000       -0.0000     -0.000005      0.000000 
      8.10000       -0.0000     -0.000005      0.000000 
      8.15000       -0.0000     -0.000006      0.000000 
      8.20000       -0.0000     -0.000007      0.000000 
      8.25000       -0.0000     -0.000008      0.000000 
      8.30000       -0.0000     -0.000009      0.000000 
      8.35000       -0.0000     -0.000010      0.000000 
      8.40000       -0.0000     -0.000011      0.000000 
      8.45000       -0.0000     -0.000012      0.000000 
      8.50000       -0.0000     -0.000013      0.000000 
      8.55000       -0.0000     -0.000014      0.000000 
      8.60000       -0.0000     -0.000015      0.000000 
      8.65000       -0.0000     -0.000016      0.000000 
      8.70000       -0.0000     -0.000017      0.000000 
      8.75000       -0.0000     -0.000018      0.000000 
      8.80000       -0.0000     -0.000018      0.000000 
      8.85000       -0.0000     -0.000018      0.000000 
      8.90000       -0.0000     -0.000017      0.000000 
      8.95000       -0.0000     -0.000015      0.000000 
      9.00000       -0.0000     -0.000011      0.000000 
      9.05000       -0.0000     -0.000005      0.000000 
      9.10000        0.0000      0.000004      0.000000 
      9.15000        0.0000      0.000016      0.000000 
      9.20000        0.0000      0.000035      0.000000 
      9.25000        0.0000      0.000060      0.000000 
      9.30000        0.0000      0.000095      0.000000 
      9.35000        0.0000      0.000141      0.000000 
      9.40000        0.0000      0.000203      0.000000 
      9.45000        0.0000      0.000285      0.000000 
      9.50000        0.0000      0.000391      0.000000 
      9.55000        0.0001      0.000528      0.000000 
      9.60000        0.0001      0.000705      0.000000 
      9.65000        0.0001      0.000931      0.000000 
      9.70000        0.0001      0.001219      0.000000 
      9.75000        0.0002      0.001583      0.000000 
      9.80000        0.0002      0.002043      0.000000 
      9.85000        0.0003      0.002622      0.000000 
      9.90000        0.0004      0.003349      0.000000 
      9.95000        0.0005      0.004261      0.000000 
     10.00000        0.0007      0.005403      0.000000 
     10.05000        0.0008      0.006834      0.000000 
     10.10000        0.0010      0.008628      0.000000 
     10.15000        0.0013      0.010878      0.000000 
     10.20000        0.0017      0.013705      0.000000 
     10.25000        0.0021      0.017264      0.000000 
     10.30000        0.0026      0.021753      0.000000 
     10.35000        0.0033      0.027427      0.000000 
     10.40000        0.0042      0.034609      0.000000 
     10.45000        0.0053      0.043706      0.000000 
     10.50000        0.0067      0.055218      0.000000 
     10.55000        0.0085      0.069732      0.000000 
     10.60000        0.0108      0.087894      0.000000 
     10.65000        0.0137      0.110331      0.000000 
     10.70000        0.0172      0.137497      0.000000 
     10.75000        0.0214      0.169424      0.000000 
     10.80000        0.0262      0.205383      0.000000 
     10.85000        0.0314      0.243556      0.000000 
     10.90000        0.0366      0.280897      0.000000 
     10.95000        0.0410      0.313396      0.000000 
     11.00000        0.0441      0.336980      0.000000 
     11.05000        0.0454      0.348880      0.000000 
     11.10000        0.0451      0.349249      0.000000 
     11.15000        0.0436      0.339875      0.000000 
     11.20000        0.0411      0.323317      0.000000 
     11.25000        0.0383      0.302820      0.000000 
     11.30000        0.0355      0.281100      0.000000 
     11.35000        0.0328      0.260013      0.000000 
     11.40000        0.0305      0.240519      0.000000 
     11.45000        0.0284      0.222909      0.000000 
     11.50000        0.0266      0.207053      0.000000 
     11.55000        0.0249      0.192638      0.000000 
     11.60000        0.0234      0.179306      0.000000 
     11.65000        0.0219      0.166748      0.000000 
     11.70000        0.0205      0.154726      0.000000 
     11.75000        0.0192      0.143074      0.000000 
     11.80000        0.0178      0.131687      0.000000 
     11.85000        0.0165      0.120502      0.000000 
     11.90000        0.0152      0.109484      0.000000 
     11.95000        0.0140      0.098614      0.000000 
     12.00000        0.0127      0.087881      0.000000 
     12.05000        0.0115      0.077281      0.000000 
     12.10000        0.0103      0.066810      0.000000 
     12.15000        0.0091      0.056465      0.000000 
     12.20000        0.0079      0.046246      0.000000 
     12.25000        0.0067      0.036150      0.000000 
     12.30000        0.0056      0.026178      0.000000 
     12.35000        0.0044      0.016332      0.000000 
     12.40000        0.0033      0.006614      0.000000 
     12.45000        0.0022     -0.002968      0.000000 
     12.50000        0.0011     -0.012404      0.000000 
     12.55000        0.0001     -0.021675      0.000000 
     12.60000       -0.0010     -0.030751      0.000000 
     12.65000       -0.0020     -0.039578      0.000000 
     12.70000       -0.0030     -0.048068      0.000000 
     12.75000       -0.0039     -0.056064      0.000000 
     12.80000       -0.0047     -0.063277      0.000000 
     12.85000       -0.0054     -0.069193      0.000000 
     12.90000       -0.0058     -0.072309      0.000000 
     12.95000       -0.0056     -0.069971      0.000000 
     13.00000       -0.0042     -0.055553      0.000000 
     13.05000        0.0002     -0.016292      0.000000 
     13.10000        0.0110      0.075210      0.000000 
     13.15000        0.0310      0.243615      0.000000 
     13.20000        0.0542      0.460942      0.000000 
     13.25000        0.0718      0.563619      0.000000 
     13.30000        0.0781      0.602335      0.000000 
     13.35000        0.0769      0.578329      0.000000 
     13.40000        0.0709      0.544625      0.000000 
     13.45000        0.0609      0.482063      0.000000 
     13.50000        0.0489      0.401005      0.000000 
     13.55000        0.0373      0.314328      0.000000 
     13.60000        0.0272      0.233565      0.000000 
     13.65000        0.0191      0.164054      0.000000 
     13.70000        0.0129      0.107599      0.000000 
     13.75000        0.0082      0.063466      0.000000 
     13.80000        0.0048      0.029882      0.000000 
     13.85000        0.0022      0.004861      0.000000 
     13.90000        0.0004     -0.013378      0.000000 
     13.95000       -0.0008     -0.026365      0.000000 
     14.00000       -0.0017     -0.035469      0.000000 
     14.05000       -0.0023     -0.041952      0.000000 
     14.10000       -0.0028     -0.046981      0.000000 
     14.15000       -0.0032     -0.051594      0.000000 
     14.20000       -0.0037     -0.056656      0.000000 
     14.25000       -0.0044     -0.062793      0.000000 
     14.30000       -0.0053     -0.070358      0.000000 
     14.35000       -0.0064     -0.079421      0.000000 
     14.40000       -0.0076     -0.089797      0.000000 
     14.45000       -0.0089     -0.101112      0.000000 
     14.50000       -0.0102     -0.112893      0.000000 
     14.55000       -0.0115     -0.124645      0.000000 
     14.60000       -0.0127     -0.135925      0.000000 
     14.65000       -0.0138     -0.146386      0.000000 
     14.70000       -0.0148     -0.155799      0.000000 
     14.75000       -0.0156     -0.164059      0.000000 
     14.80000       -0.0163     -0.171151      0.000000 
     14.85000       -0.0170     -0.177066      0.000000 
     14.90000       -0.0175     -0.181670      0.000000 
     14.95000       -0.0179     -0.184587      0.000000 
     15.00000       -0.0179     -0.184513      0.000000 
     15.05000       -0.0174     -0.179033      0.000000 
     15.10000       -0.0157     -0.164031      0.000000 
     15.15000       -0.0117     -0.130252      0.000000 
     15.20000       -0.0044     -0.066662      0.000000 
     15.25000        0.0073      0.032688      0.000000 
     15.30000        0.0209      0.162020      0.000000 
     15.35000        0.0324      0.273541      0.000000 
     15.40000        0.0390      0.302864      0.000000 
     15.45000        0.0405      0.314321      0.000000 
     15.50000        0.0397      0.300730      0.000000 
     15.55000        0.0374      0.286112      0.000000 
     15.60000        0.0342      0.261592      0.000000 
     15.65000        0.0304      0.233830      0.000000 
     15.70000        0.0266      0.203674      0.000000 
     15.75000        0.0229      0.174183      0.000000 
     15.80000        0.0198      0.147290      0.000000 
     15.85000        0.0170      0.123311      0.000000 
     15.90000        0.0146      0.101956      0.000000 
     15.95000        0.0124      0.082567      0.000000 
     16.00000        0.0103      0.064399      0.000000 
     16.05000        0.0084      0.046910      0.000000 
     16.10000        0.0065      0.029808      0.000000 
     16.15000        0.0046      0.012884      0.000000 
     16.20000        0.0027     -0.003766      0.000000 
     16.25000        0.0009     -0.020016      0.000000 
     16.30000       -0.0009     -0.035759      0.000000 
     16.35000       -0.0026     -0.050902      0.000000 
     16.40000       -0.0042     -0.065415      0.000000 
     16.45000       -0.0058     -0.079344      0.000000 
     16.50000       -0.0073     -0.092780      0.000000 
     16.55000       -0.0088     -0.105845      0.000000 
     16.60000       -0.0103     -0.118667      0.000000 
     16.65000       -0.0117     -0.131359      0.000000 
     16.70000       -0.0131     -0.144003      0.000000 
     16.75000       -0.0145     -0.156635      0.000000 
     16.80000       -0.0158     -0.169245      0.000000 
     16.85000       -0.0171     -0.181778      0.000000 
     16.90000       -0.0183     -0.194150      0.000000 
     16.95000       -0.0196     -0.206273      0.000000 
     17.00000       -0.0208     -0.218074      0.000000 
     17.05000       -0.0221     -0.229516      0.000000 
     17.10000       -0.0233     -0.240603      0.000000 
     17.15000       -0.0244     -0.251370      0.000000 
     17.20000       -0.0256     -0.261865      0.000000 
     17.25000       -0.0267     -0.272096      0.000000 
     17.30000       -0.0277     -0.282004      0.000000 
     17.35000       -0.0287     -0.291355      0.000000 
     17.40000       -0.0295     -0.299704      0.000000 
     17.45000       -0.0301     -0.306207      0.000000 
     17.50000       -0.0304     -0.309064      0.000000 
     17.55000       -0.0299     -0.305578      0.000000 
     17.60000       -0.0280     -0.289073      0.000000 
     17.65000       -0.0237     -0.253326      0.000000 
     17.70000       -0.0160     -0.178548      0.000000 
     17.75000       -0.0047     -0.079602      0.000000 
     17.80000        0.0070      0.060612      0.000000 
     17.85000        0.0171      0.165606      0.000000 
     17.90000        0.0230      0.183134      0.000000 
     17.95000        0.0242      0.190607      0.000000 
     18.00000        0.0233      0.177551      0.000000 
     18.05000        0.0209      0.160623      0.000000 
     18.10000        0.0176      0.133419      0.000000 
     18.15000        0.0135      0.101641      0.000000 
     18.20000        0.0093      0.066816      0.000000 
     18.25000        0.0054      0.033518      0.000000 
     18.30000        0.0020      0.004115      0.000000 
     18.35000       -0.0008     -0.020585      0.000000 
     18.40000       -0.0032     -0.040789      0.000000 
     18.45000       -0.0051     -0.057350      0.000000 
     18.50000       -0.0067     -0.071490      0.000000 
     18.55000       -0.0082     -0.084415      0.000000 
     18.60000       -0.0095     -0.096999      0.000000 
     18.65000       -0.0107     -0.109728      0.000000 
     18.70000       -0.0119     -0.122636      0.000000 
     18.75000       -0.0131     -0.135453      0.000000 
     18.80000       -0.0143     -0.147775      0.000000 
     18.85000       -0.0154     -0.159262      0.000000 
     18.90000       -0.0164     -0.169733      0.000000 
     18.95000       -0.0173     -0.179145      0.000000 
     19.00000       -0.0179     -0.187455      0.000000 
     19.05000       -0.0184     -0.194392      0.000000 
     19.10000       -0.0188     -0.199416      0.000000 
     19.15000       -0.0189     -0.201728      0.000000 
     19.20000       -0.0188     -0.200479      0.000000 
     19.25000       -0.0186     -0.195239      0.000000 
     19.30000       -0.0179     -0.185883      0.000000 
     19.35000       -0.0168     -0.172687      0.000000 
