%
%
% Run:      Table:GAUGE5            SWASH version:11.01AB
%
%       Tsec          Watlev      X-vel         Y-vel      
%       [s]           [m]           [m/s]         [m/s]    
%
      0.00000        0.0000      0.000000      0.000000 
      0.05000        0.0000      0.000000      0.000000 
      0.10000        0.0000      0.000000      0.000000 
      0.15000        0.0000      0.000000      0.000000 
      0.20000       -0.0000     -0.000000      0.000000 
      0.25000       -0.0000     -0.000000      0.000000 
      0.30000        0.0000      0.000000      0.000000 
      0.35000        0.0000     -0.000000      0.000000 
      0.40000        0.0000      0.000000      0.000000 
      0.45000       -0.0000      0.000000      0.000000 
      0.50000        0.0000      0.000000      0.000000 
      0.55000        0.0000      0.000000      0.000000 
      0.60000        0.0000      0.000000      0.000000 
      0.65000        0.0000     -0.000000      0.000000 
      0.70000       -0.0000     -0.000000      0.000000 
      0.75000       -0.0000     -0.000000      0.000000 
      0.80000       -0.0000     -0.000000      0.000000 
      0.85000       -0.0000     -0.000000      0.000000 
      0.90000       -0.0000     -0.000000      0.000000 
      0.95000       -0.0000     -0.000000      0.000000 
      1.00000        0.0000      0.000000      0.000000 
      1.05000        0.0000      0.000000      0.000000 
      1.10000        0.0000     -0.000000      0.000000 
      1.15000        0.0000     -0.000000      0.000000 
      1.20000        0.0000      0.000000      0.000000 
      1.25000        0.0000      0.000000      0.000000 
      1.30000        0.0000     -0.000000      0.000000 
      1.35000        0.0000      0.000000      0.000000 
      1.40000        0.0000     -0.000000      0.000000 
      1.45000       -0.0000     -0.000000      0.000000 
      1.50000       -0.0000     -0.000000      0.000000 
      1.55000        0.0000      0.000000      0.000000 
      1.60000        0.0000      0.000000      0.000000 
      1.65000        0.0000      0.000000      0.000000 
      1.70000        0.0000      0.000000      0.000000 
      1.75000        0.0000     -0.000000      0.000000 
      1.80000        0.0000     -0.000000      0.000000 
      1.85000       -0.0000     -0.000000      0.000000 
      1.90000       -0.0000     -0.000000      0.000000 
      1.95000       -0.0000     -0.000000      0.000000 
      2.00000       -0.0000     -0.000000      0.000000 
      2.05000       -0.0000     -0.000000      0.000000 
      2.10000       -0.0000     -0.000000      0.000000 
      2.15000       -0.0000     -0.000000      0.000000 
      2.20000       -0.0000     -0.000000      0.000000 
      2.25000       -0.0000     -0.000000      0.000000 
      2.30000       -0.0000     -0.000000      0.000000 
      2.35000       -0.0000     -0.000000      0.000000 
      2.40000       -0.0000     -0.000000      0.000000 
      2.45000       -0.0000     -0.000000      0.000000 
      2.50000       -0.0000     -0.000000      0.000000 
      2.55000       -0.0000     -0.000000      0.000000 
      2.60000       -0.0000     -0.000000      0.000000 
      2.65000       -0.0000     -0.000000      0.000000 
      2.70000        0.0000      0.000000      0.000000 
      2.75000        0.0000      0.000000      0.000000 
      2.80000        0.0000      0.000000      0.000000 
      2.85000        0.0000      0.000000      0.000000 
      2.90000        0.0000      0.000000      0.000000 
      2.95000        0.0000      0.000000      0.000000 
      3.00000        0.0000      0.000000      0.000000 
      3.05000        0.0000      0.000000      0.000000 
      3.10000        0.0000      0.000000      0.000000 
      3.15000        0.0000      0.000000      0.000000 
      3.20000        0.0000      0.000000      0.000000 
      3.25000        0.0000      0.000000      0.000000 
      3.30000        0.0000      0.000000      0.000000 
      3.35000        0.0000      0.000000      0.000000 
      3.40000        0.0000      0.000000      0.000000 
      3.45000        0.0000      0.000000      0.000000 
      3.50000        0.0000      0.000000      0.000000 
      3.55000        0.0000      0.000000      0.000000 
      3.60000        0.0000      0.000000      0.000000 
      3.65000        0.0000      0.000000      0.000000 
      3.70000        0.0000      0.000000      0.000000 
      3.75000       -0.0000     -0.000000      0.000000 
      3.80000       -0.0000     -0.000000      0.000000 
      3.85000       -0.0000     -0.000000      0.000000 
      3.90000       -0.0000     -0.000000      0.000000 
      3.95000       -0.0000     -0.000000      0.000000 
      4.00000       -0.0000     -0.000000      0.000000 
      4.05000       -0.0000     -0.000000      0.000000 
      4.10000       -0.0000     -0.000000      0.000000 
      4.15000       -0.0000     -0.000000      0.000000 
      4.20000       -0.0000     -0.000000      0.000000 
      4.25000       -0.0000     -0.000000      0.000000 
      4.30000       -0.0000     -0.000000      0.000000 
      4.35000       -0.0000     -0.000000      0.000000 
      4.40000       -0.0000     -0.000000      0.000000 
      4.45000       -0.0000     -0.000000      0.000000 
      4.50000       -0.0000     -0.000000      0.000000 
      4.55000       -0.0000     -0.000000      0.000000 
      4.60000       -0.0000     -0.000000      0.000000 
      4.65000       -0.0000     -0.000000      0.000000 
      4.70000       -0.0000     -0.000000      0.000000 
      4.75000       -0.0000     -0.000000      0.000000 
      4.80000       -0.0000     -0.000000      0.000000 
      4.85000       -0.0000     -0.000000      0.000000 
      4.90000       -0.0000     -0.000000      0.000000 
      4.95000        0.0000      0.000000      0.000000 
      5.00000        0.0000      0.000000      0.000000 
      5.05000        0.0000      0.000000      0.000000 
      5.10000        0.0000      0.000000      0.000000 
      5.15000        0.0000      0.000000      0.000000 
      5.20000        0.0000      0.000000      0.000000 
      5.25000        0.0000      0.000000      0.000000 
      5.30000        0.0000      0.000000      0.000000 
      5.35000        0.0000      0.000000      0.000000 
      5.40000        0.0000      0.000000      0.000000 
      5.45000        0.0000      0.000000      0.000000 
      5.50000        0.0000      0.000000      0.000000 
      5.55000        0.0000      0.000000      0.000000 
      5.60000        0.0000      0.000000      0.000000 
      5.65000        0.0000      0.000000      0.000000 
      5.70000        0.0000      0.000000      0.000000 
      5.75000        0.0000      0.000000      0.000000 
      5.80000        0.0000      0.000000      0.000000 
      5.85000        0.0000      0.000000      0.000000 
      5.90000        0.0000      0.000000      0.000000 
      5.95000        0.0000      0.000000      0.000000 
      6.00000        0.0000      0.000000      0.000000 
      6.05000        0.0000      0.000000      0.000000 
      6.10000        0.0000      0.000000      0.000000 
      6.15000        0.0000      0.000000      0.000000 
      6.20000        0.0000      0.000000      0.000000 
      6.25000       -0.0000     -0.000000      0.000000 
      6.30000       -0.0000     -0.000000      0.000000 
      6.35000       -0.0000     -0.000000      0.000000 
      6.40000       -0.0000     -0.000000      0.000000 
      6.45000       -0.0000     -0.000000      0.000000 
      6.50000       -0.0000     -0.000000      0.000000 
      6.55000       -0.0000     -0.000000      0.000000 
      6.60000       -0.0000     -0.000000      0.000000 
      6.65000       -0.0000     -0.000000      0.000000 
      6.70000       -0.0000     -0.000000      0.000000 
      6.75000       -0.0000     -0.000000      0.000000 
      6.80000       -0.0000     -0.000000      0.000000 
      6.85000       -0.0000     -0.000000      0.000000 
      6.90000       -0.0000     -0.000000      0.000000 
      6.95000       -0.0000     -0.000000      0.000000 
      7.00000       -0.0000     -0.000000      0.000000 
      7.05000       -0.0000     -0.000000      0.000000 
      7.10000       -0.0000     -0.000000      0.000000 
      7.15000       -0.0000     -0.000000      0.000000 
      7.20000       -0.0000     -0.000000      0.000000 
      7.25000       -0.0000     -0.000000      0.000000 
      7.30000       -0.0000     -0.000000      0.000000 
      7.35000       -0.0000     -0.000000      0.000000 
      7.40000       -0.0000     -0.000000      0.000000 
      7.45000       -0.0000     -0.000000      0.000000 
      7.50000       -0.0000     -0.000000      0.000000 
      7.55000       -0.0000     -0.000000      0.000000 
      7.60000       -0.0000     -0.000000      0.000000 
      7.65000       -0.0000     -0.000000      0.000000 
      7.70000       -0.0000     -0.000000      0.000000 
      7.75000       -0.0000     -0.000000      0.000000 
      7.80000       -0.0000     -0.000000      0.000000 
      7.85000       -0.0000     -0.000000      0.000000 
      7.90000        0.0000      0.000000      0.000000 
      7.95000        0.0000      0.000000      0.000000 
      8.00000        0.0000      0.000000      0.000000 
      8.05000        0.0000      0.000000      0.000000 
      8.10000        0.0000      0.000000      0.000000 
      8.15000        0.0000      0.000000      0.000000 
      8.20000        0.0000      0.000000      0.000000 
      8.25000        0.0000      0.000000      0.000000 
      8.30000        0.0000      0.000001      0.000000 
      8.35000        0.0000      0.000001      0.000000 
      8.40000        0.0000      0.000001      0.000000 
      8.45000        0.0000      0.000001      0.000000 
      8.50000        0.0000      0.000002      0.000000 
      8.55000        0.0000      0.000002      0.000000 
      8.60000        0.0000      0.000003      0.000000 
      8.65000        0.0000      0.000004      0.000000 
      8.70000        0.0000      0.000005      0.000000 
      8.75000        0.0000      0.000007      0.000000 
      8.80000        0.0000      0.000009      0.000000 
      8.85000        0.0000      0.000011      0.000000 
      8.90000        0.0000      0.000014      0.000000 
      8.95000        0.0000      0.000018      0.000000 
      9.00000        0.0000      0.000023      0.000000 
      9.05000        0.0000      0.000029      0.000000 
      9.10000        0.0000      0.000037      0.000000 
      9.15000        0.0000      0.000046      0.000000 
      9.20000        0.0000      0.000057      0.000000 
      9.25000        0.0000      0.000071      0.000000 
      9.30000        0.0000      0.000089      0.000000 
      9.35000        0.0000      0.000109      0.000000 
      9.40000        0.0000      0.000134      0.000000 
      9.45000        0.0000      0.000165      0.000000 
      9.50000        0.0000      0.000201      0.000000 
      9.55000        0.0000      0.000245      0.000000 
      9.60000        0.0000      0.000297      0.000000 
      9.65000        0.0000      0.000359      0.000000 
      9.70000        0.0001      0.000433      0.000000 
      9.75000        0.0001      0.000521      0.000000 
      9.80000        0.0001      0.000624      0.000000 
      9.85000        0.0001      0.000746      0.000000 
      9.90000        0.0001      0.000888      0.000000 
      9.95000        0.0001      0.001055      0.000000 
     10.00000        0.0002      0.001249      0.000000 
     10.05000        0.0002      0.001475      0.000000 
     10.10000        0.0002      0.001736      0.000000 
     10.15000        0.0002      0.002038      0.000000 
     10.20000        0.0003      0.002386      0.000000 
     10.25000        0.0003      0.002786      0.000000 
     10.30000        0.0004      0.003243      0.000000 
     10.35000        0.0005      0.003765      0.000000 
     10.40000        0.0005      0.004358      0.000000 
     10.45000        0.0006      0.005029      0.000000 
     10.50000        0.0007      0.005788      0.000000 
     10.55000        0.0008      0.006641      0.000000 
     10.60000        0.0009      0.007597      0.000000 
     10.65000        0.0011      0.008664      0.000000 
     10.70000        0.0012      0.009850      0.000000 
     10.75000        0.0014      0.011162      0.000000 
     10.80000        0.0015      0.012606      0.000000 
     10.85000        0.0017      0.014187      0.000000 
     10.90000        0.0020      0.015909      0.000000 
     10.95000        0.0022      0.017771      0.000000 
     11.00000        0.0024      0.019773      0.000000 
     11.05000        0.0027      0.021908      0.000000 
     11.10000        0.0030      0.024166      0.000000 
     11.15000        0.0033      0.026533      0.000000 
     11.20000        0.0036      0.028987      0.000000 
     11.25000        0.0039      0.031503      0.000000 
     11.30000        0.0042      0.034047      0.000000 
     11.35000        0.0045      0.036581      0.000000 
     11.40000        0.0048      0.039061      0.000000 
     11.45000        0.0051      0.041436      0.000000 
     11.50000        0.0054      0.043653      0.000000 
     11.55000        0.0057      0.045657      0.000000 
     11.60000        0.0059      0.047391      0.000000 
     11.65000        0.0061      0.048801      0.000000 
     11.70000        0.0062      0.049837      0.000000 
     11.75000        0.0063      0.050454      0.000000 
     11.80000        0.0063      0.050617      0.000000 
     11.85000        0.0063      0.050306      0.000000 
     11.90000        0.0062      0.049506      0.000000 
     11.95000        0.0060      0.048209      0.000000 
     12.00000        0.0058      0.046425      0.000000 
     12.05000        0.0055      0.044169      0.000000 
     12.10000        0.0052      0.041468      0.000000 
     12.15000        0.0049      0.038352      0.000000 
     12.20000        0.0044      0.034860      0.000000 
     12.25000        0.0040      0.031030      0.000000 
     12.30000        0.0035      0.026906      0.000000 
     12.35000        0.0030      0.022529      0.000000 
     12.40000        0.0024      0.017941      0.000000 
     12.45000        0.0019      0.013182      0.000000 
     12.50000        0.0013      0.008291      0.000000 
     12.55000        0.0007      0.003306      0.000000 
     12.60000        0.0001     -0.001740      0.000000 
     12.65000       -0.0005     -0.006811      0.000000 
     12.70000       -0.0011     -0.011874      0.000000 
     12.75000       -0.0017     -0.016897      0.000000 
     12.80000       -0.0022     -0.021846      0.000000 
     12.85000       -0.0028     -0.026685      0.000000 
     12.90000       -0.0033     -0.031379      0.000000 
     12.95000       -0.0039     -0.035887      0.000000 
     13.00000       -0.0044     -0.040163      0.000000 
     13.05000       -0.0048     -0.044157      0.000000 
     13.10000       -0.0053     -0.047809      0.000000 
     13.15000       -0.0056     -0.051051      0.000000 
     13.20000       -0.0060     -0.053798      0.000000 
     13.25000       -0.0062     -0.055954      0.000000 
     13.30000       -0.0064     -0.057396      0.000000 
     13.35000       -0.0064     -0.057982      0.000000 
     13.40000       -0.0064     -0.057538      0.000000 
     13.45000       -0.0062     -0.055857      0.000000 
     13.50000       -0.0058     -0.052718      0.000000 
     13.55000       -0.0052     -0.047861      0.000000 
     13.60000       -0.0044     -0.040989      0.000000 
     13.65000       -0.0033     -0.031820      0.000000 
     13.70000       -0.0019     -0.020121      0.000000 
     13.75000       -0.0001     -0.005761      0.000000 
     13.80000        0.0020      0.011199      0.000000 
     13.85000        0.0043      0.030408      0.000000 
     13.90000        0.0069      0.051135      0.000000 
     13.95000        0.0096      0.072196      0.000000 
     14.00000        0.0121      0.091987      0.000000 
     14.05000        0.0141      0.108662      0.000000 
     14.10000        0.0155      0.120478      0.000000 
     14.15000        0.0161      0.126179      0.000000 
     14.20000        0.0158      0.125512      0.000000 
     14.25000        0.0148      0.118967      0.000000 
     14.30000        0.0133      0.107496      0.000000 
     14.35000        0.0113      0.092596      0.000000 
     14.40000        0.0092      0.075787      0.000000 
     14.45000        0.0071      0.058377      0.000000 
     14.50000        0.0050      0.041325      0.000000 
     14.55000        0.0031      0.025213      0.000000 
     14.60000        0.0014      0.010315      0.000000 
     14.65000       -0.0001     -0.003325      0.000000 
     14.70000       -0.0015     -0.015792      0.000000 
     14.75000       -0.0028     -0.027235      0.000000 
     14.80000       -0.0040     -0.037816      0.000000 
     14.85000       -0.0052     -0.047675      0.000000 
     14.90000       -0.0062     -0.056924      0.000000 
     14.95000       -0.0072     -0.065638      0.000000 
     15.00000       -0.0081     -0.073856      0.000000 
     15.05000       -0.0090     -0.081588      0.000000 
     15.10000       -0.0099     -0.088813      0.000000 
     15.15000       -0.0106     -0.095482      0.000000 
     15.20000       -0.0113     -0.101514      0.000000 
     15.25000       -0.0119     -0.106783      0.000000 
     15.30000       -0.0124     -0.111111      0.000000 
     15.35000       -0.0128     -0.114239      0.000000 
     15.40000       -0.0130     -0.115799      0.000000 
     15.45000       -0.0129     -0.115286      0.000000 
     15.50000       -0.0125     -0.111992      0.000000 
     15.55000       -0.0117     -0.105024      0.000000 
     15.60000       -0.0103     -0.093268      0.000000 
     15.65000       -0.0082     -0.075235      0.000000 
     15.70000       -0.0051     -0.049372      0.000000 
     15.75000       -0.0008     -0.014375      0.000000 
     15.80000        0.0049      0.030051      0.000000 
     15.85000        0.0117      0.082384      0.000000 
     15.90000        0.0192      0.138219      0.000000 
     15.95000        0.0258      0.189028      0.000000 
     16.00000        0.0302      0.225131      0.000000 
     16.05000        0.0315      0.238870      0.000000 
     16.10000        0.0294      0.230019      0.000000 
     16.15000        0.0250      0.202102      0.000000 
     16.20000        0.0193      0.162107      0.000000 
     16.25000        0.0135      0.117983      0.000000 
     16.30000        0.0083      0.075881      0.000000 
     16.35000        0.0041      0.039187      0.000000 
     16.40000        0.0007      0.009127      0.000000 
     16.45000       -0.0018     -0.014682      0.000000 
     16.50000       -0.0037     -0.033313      0.000000 
     16.55000       -0.0053     -0.048017      0.000000 
     16.60000       -0.0065     -0.059895      0.000000 
     16.65000       -0.0076     -0.069830      0.000000 
     16.70000       -0.0086     -0.078455      0.000000 
     16.75000       -0.0094     -0.086205      0.000000 
     16.80000       -0.0103     -0.093360      0.000000 
     16.85000       -0.0110     -0.100089      0.000000 
     16.90000       -0.0118     -0.106475      0.000000 
     16.95000       -0.0125     -0.112541      0.000000 
     17.00000       -0.0131     -0.118268      0.000000 
     17.05000       -0.0137     -0.123602      0.000000 
     17.10000       -0.0143     -0.128470      0.000000 
     17.15000       -0.0148     -0.132784      0.000000 
     17.20000       -0.0153     -0.136438      0.000000 
     17.25000       -0.0156     -0.139305      0.000000 
     17.30000       -0.0158     -0.141212      0.000000 
     17.35000       -0.0159     -0.141937      0.000000 
     17.40000       -0.0159     -0.141191      0.000000 
     17.45000       -0.0156     -0.138580      0.000000 
     17.50000       -0.0150     -0.133701      0.000000 
     17.55000       -0.0142     -0.126017      0.000000 
     17.60000       -0.0129     -0.114812      0.000000 
     17.65000       -0.0111     -0.099350      0.000000 
     17.70000       -0.0087     -0.078989      0.000000 
     17.75000       -0.0057     -0.053329      0.000000 
     17.80000       -0.0019     -0.022384      0.000000 
     17.85000        0.0024      0.012884      0.000000 
     17.90000        0.0071      0.050423      0.000000 
     17.95000        0.0117      0.086984      0.000000 
     18.00000        0.0155      0.118006      0.000000 
     18.05000        0.0180      0.139364      0.000000 
     18.10000        0.0188      0.148288      0.000000 
     18.15000        0.0179      0.145153      0.000000 
     18.20000        0.0159      0.131889      0.000000 
     18.25000        0.0131      0.111885      0.000000 
     18.30000        0.0101      0.089053      0.000000 
     18.35000        0.0074      0.066685      0.000000 
     18.40000        0.0050      0.046939      0.000000 
     18.45000        0.0033      0.030887      0.000000 
     18.50000        0.0020      0.018687      0.000000 
     18.55000        0.0011      0.009952      0.000000 
     18.60000        0.0005      0.004014      0.000000 
     18.65000        0.0001      0.000135      0.000000 
     18.70000       -0.0001     -0.002375      0.000000 
     18.75000       -0.0003     -0.004096      0.000000 
     18.80000       -0.0005     -0.005479      0.000000 
     18.85000       -0.0006     -0.006852      0.000000 
     18.90000       -0.0008     -0.008432      0.000000 
     18.95000       -0.0010     -0.010347      0.000000 
     19.00000       -0.0013     -0.012652      0.000000 
     19.05000       -0.0017     -0.015351      0.000000 
     19.10000       -0.0020     -0.018416      0.000000 
     19.15000       -0.0025     -0.021797      0.000000 
     19.20000       -0.0029     -0.025432      0.000000 
     19.25000       -0.0034     -0.029254      0.000000 
     19.30000       -0.0039     -0.033192      0.000000 
     19.35000       -0.0043     -0.037173      0.000000 
     19.40000       -0.0048     -0.041117      0.000000 
