%
%
% Run:      Table:GAUGE2            SWASH version:11.01AB
%
%       Tsec          Watlev      X-vel         Y-vel      
%       [s]           [m]           [m/s]         [m/s]    
%
      0.00000        0.0000      0.000000      0.000000 
      0.05000       -0.0000     -0.000000      0.000000 
      0.10000        0.0000      0.000000      0.000000 
      0.15000       -0.0000     -0.000000      0.000000 
      0.20000       -0.0000     -0.000000      0.000000 
      0.25000       -0.0000     -0.000000      0.000000 
      0.30000       -0.0000      0.000000      0.000000 
      0.35000       -0.0000      0.000000      0.000000 
      0.40000        0.0000     -0.000000      0.000000 
      0.45000        0.0000      0.000000      0.000000 
      0.50000        0.0000      0.000000      0.000000 
      0.55000        0.0000     -0.000000      0.000000 
      0.60000        0.0000      0.000000      0.000000 
      0.65000        0.0000     -0.000000      0.000000 
      0.70000       -0.0000      0.000001      0.000000 
      0.75000        0.0000      0.000000      0.000000 
      0.80000        0.0000      0.000001      0.000000 
      0.85000        0.0000      0.000000      0.000000 
      0.90000       -0.0000     -0.000001      0.000000 
      0.95000        0.0000     -0.000001      0.000000 
      1.00000       -0.0000      0.000000      0.000000 
      1.05000       -0.0000      0.000000      0.000000 
      1.10000       -0.0000     -0.000002      0.000000 
      1.15000       -0.0000      0.000002      0.000000 
      1.20000       -0.0000      0.000000      0.000000 
      1.25000       -0.0000     -0.000000      0.000000 
      1.30000       -0.0000     -0.000000      0.000000 
      1.35000       -0.0000     -0.000001      0.000000 
      1.40000       -0.0000      0.000001      0.000000 
      1.45000       -0.0000     -0.000001      0.000000 
      1.50000       -0.0000      0.000000      0.000000 
      1.55000       -0.0000     -0.000003      0.000000 
      1.60000       -0.0000      0.000000      0.000000 
      1.65000       -0.0000     -0.000003      0.000000 
      1.70000       -0.0000     -0.000001      0.000000 
      1.75000       -0.0000     -0.000002      0.000000 
      1.80000       -0.0000     -0.000003      0.000000 
      1.85000       -0.0000     -0.000000      0.000000 
      1.90000       -0.0000     -0.000004      0.000000 
      1.95000       -0.0000     -0.000002      0.000000 
      2.00000       -0.0000     -0.000005      0.000000 
      2.05000       -0.0000     -0.000004      0.000000 
      2.10000       -0.0000     -0.000005      0.000000 
      2.15000       -0.0000     -0.000007      0.000000 
      2.20000       -0.0000     -0.000005      0.000000 
      2.25000       -0.0000     -0.000008      0.000000 
      2.30000       -0.0000     -0.000006      0.000000 
      2.35000       -0.0000     -0.000007      0.000000 
      2.40000       -0.0000     -0.000003      0.000000 
      2.45000       -0.0000     -0.000002      0.000000 
      2.50000       -0.0000      0.000003      0.000000 
      2.55000        0.0000      0.000011      0.000000 
      2.60000        0.0000      0.000020      0.000000 
      2.65000        0.0000      0.000036      0.000000 
      2.70000        0.0000      0.000056      0.000000 
      2.75000        0.0000      0.000083      0.000000 
      2.80000        0.0000      0.000119      0.000000 
      2.85000        0.0000      0.000166      0.000000 
      2.90000        0.0000      0.000227      0.000000 
      2.95000        0.0001      0.000304      0.000000 
      3.00000        0.0001      0.000402      0.000000 
      3.05000        0.0001      0.000524      0.000000 
      3.10000        0.0001      0.000675      0.000000 
      3.15000        0.0002      0.000860      0.000000 
      3.20000        0.0002      0.001083      0.000000 
      3.25000        0.0003      0.001352      0.000000 
      3.30000        0.0003      0.001675      0.000000 
      3.35000        0.0004      0.002056      0.000000 
      3.40000        0.0005      0.002504      0.000000 
      3.45000        0.0006      0.003026      0.000000 
      3.50000        0.0008      0.003630      0.000000 
      3.55000        0.0009      0.004323      0.000000 
      3.60000        0.0011      0.005112      0.000000 
      3.65000        0.0013      0.006001      0.000000 
      3.70000        0.0015      0.006996      0.000000 
      3.75000        0.0017      0.008100      0.000000 
      3.80000        0.0020      0.009312      0.000000 
      3.85000        0.0023      0.010631      0.000000 
      3.90000        0.0026      0.012050      0.000000 
      3.95000        0.0030      0.013562      0.000000 
      4.00000        0.0033      0.015151      0.000000 
      4.05000        0.0037      0.016796      0.000000 
      4.10000        0.0041      0.018479      0.000000 
      4.15000        0.0045      0.020166      0.000000 
      4.20000        0.0049      0.021826      0.000000 
      4.25000        0.0053      0.023417      0.000000 
      4.30000        0.0056      0.024896      0.000000 
      4.35000        0.0059      0.026215      0.000000 
      4.40000        0.0062      0.027321      0.000000 
      4.45000        0.0064      0.028163      0.000000 
      4.50000        0.0066      0.028687      0.000000 
      4.55000        0.0066      0.028842      0.000000 
      4.60000        0.0066      0.028580      0.000000 
      4.65000        0.0064      0.027858      0.000000 
      4.70000        0.0062      0.026643      0.000000 
      4.75000        0.0058      0.024912      0.000000 
      4.80000        0.0053      0.022650      0.000000 
      4.85000        0.0046      0.019857      0.000000 
      4.90000        0.0039      0.016551      0.000000 
      4.95000        0.0030      0.012760      0.000000 
      5.00000        0.0021      0.008528      0.000000 
      5.05000        0.0010      0.003917      0.000000 
      5.10000       -0.0001     -0.001002      0.000000 
      5.15000       -0.0013     -0.006140      0.000000 
      5.20000       -0.0025     -0.011400      0.000000 
      5.25000       -0.0037     -0.016673      0.000000 
      5.30000       -0.0049     -0.021843      0.000000 
      5.35000       -0.0060     -0.026789      0.000000 
      5.40000       -0.0071     -0.031384      0.000000 
      5.45000       -0.0080     -0.035502      0.000000 
      5.50000       -0.0089     -0.039014      0.000000 
      5.55000       -0.0095     -0.041799      0.000000 
      5.60000       -0.0100     -0.043737      0.000000 
      5.65000       -0.0102     -0.044720      0.000000 
      5.70000       -0.0102     -0.044652      0.000000 
      5.75000       -0.0099     -0.043450      0.000000 
      5.80000       -0.0094     -0.041055      0.000000 
      5.85000       -0.0086     -0.037435      0.000000 
      5.90000       -0.0075     -0.032584      0.000000 
      5.95000       -0.0061     -0.026536      0.000000 
      6.00000       -0.0044     -0.019368      0.000000 
      6.05000       -0.0025     -0.011203      0.000000 
      6.10000       -0.0004     -0.002218      0.000000 
      6.15000        0.0019      0.007362      0.000000 
      6.20000        0.0043      0.017260      0.000000 
      6.25000        0.0067      0.027143      0.000000 
      6.30000        0.0090      0.036659      0.000000 
      6.35000        0.0111      0.045419      0.000000 
      6.40000        0.0130      0.053041      0.000000 
      6.45000        0.0145      0.059156      0.000000 
      6.50000        0.0155      0.063447      0.000000 
      6.55000        0.0160      0.065652      0.000000 
      6.60000        0.0159      0.065609      0.000000 
      6.65000        0.0153      0.063259      0.000000 
      6.70000        0.0140      0.058645      0.000000 
      6.75000        0.0123      0.051916      0.000000 
      6.80000        0.0101      0.043320      0.000000 
      6.85000        0.0076      0.033178      0.000000 
      6.90000        0.0048      0.021868      0.000000 
      6.95000        0.0019      0.009792      0.000000 
      7.00000       -0.0011     -0.002626      0.000000 
      7.05000       -0.0040     -0.014993      0.000000 
      7.10000       -0.0067     -0.026934      0.000000 
      7.15000       -0.0092     -0.038114      0.000000 
      7.20000       -0.0115     -0.048238      0.000000 
      7.25000       -0.0134     -0.057059      0.000000 
      7.30000       -0.0150     -0.064383      0.000000 
      7.35000       -0.0162     -0.070054      0.000000 
      7.40000       -0.0170     -0.073965      0.000000 
      7.45000       -0.0174     -0.076038      0.000000 
      7.50000       -0.0173     -0.076243      0.000000 
      7.55000       -0.0169     -0.074574      0.000000 
      7.60000       -0.0160     -0.071084      0.000000 
      7.65000       -0.0148     -0.065833      0.000000 
      7.70000       -0.0131     -0.058934      0.000000 
      7.75000       -0.0112     -0.050537      0.000000 
      7.80000       -0.0089     -0.040832      0.000000 
      7.85000       -0.0064     -0.030049      0.000000 
      7.90000       -0.0037     -0.018460      0.000000 
      7.95000       -0.0008     -0.006370      0.000000 
      8.00000        0.0021      0.005882      0.000000 
      8.05000        0.0049      0.017937      0.000000 
      8.10000        0.0076      0.029426      0.000000 
      8.15000        0.0101      0.039990      0.000000 
      8.20000        0.0122      0.049292      0.000000 
      8.25000        0.0140      0.057037      0.000000 
      8.30000        0.0153      0.062985      0.000000 
      8.35000        0.0162      0.066970      0.000000 
      8.40000        0.0165      0.068899      0.000000 
      8.45000        0.0163      0.068765      0.000000 
      8.50000        0.0156      0.066644      0.000000 
      8.55000        0.0145      0.062670      0.000000 
      8.60000        0.0131      0.057044      0.000000 
      8.65000        0.0113      0.050012      0.000000 
      8.70000        0.0093      0.041852      0.000000 
      8.75000        0.0071      0.032860      0.000000 
      8.80000        0.0048      0.023340      0.000000 
      8.85000        0.0025      0.013586      0.000000 
      8.90000        0.0003      0.003889      0.000000 
      8.95000       -0.0018     -0.005484      0.000000 
      9.00000       -0.0038     -0.014292      0.000000 
      9.05000       -0.0056     -0.022327      0.000000 
      9.10000       -0.0072     -0.029413      0.000000 
      9.15000       -0.0085     -0.035398      0.000000 
      9.20000       -0.0095     -0.040182      0.000000 
      9.25000       -0.0102     -0.043703      0.000000 
      9.30000       -0.0106     -0.045931      0.000000 
      9.35000       -0.0107     -0.046894      0.000000 
      9.40000       -0.0105     -0.046650      0.000000 
      9.45000       -0.0101     -0.045304      0.000000 
      9.50000       -0.0095     -0.043002      0.000000 
      9.55000       -0.0086     -0.039916      0.000000 
      9.60000       -0.0077     -0.036253      0.000000 
      9.65000       -0.0066     -0.032231      0.000000 
      9.70000       -0.0056     -0.028075      0.000000 
      9.75000       -0.0046     -0.023998      0.000000 
      9.80000       -0.0037     -0.020189      0.000000 
      9.85000       -0.0029     -0.016795      0.000000 
      9.90000       -0.0023     -0.013915      0.000000 
      9.95000       -0.0019     -0.011575      0.000000 
     10.00000       -0.0016     -0.009749      0.000000 
     10.05000       -0.0015     -0.008329      0.000000 
     10.10000       -0.0014     -0.007160      0.000000 
     10.15000       -0.0014     -0.006038      0.000000 
     10.20000       -0.0013     -0.004742      0.000000 
     10.25000       -0.0010     -0.003048      0.000000 
     10.30000       -0.0006     -0.000763      0.000000 
     10.35000       -0.0000      0.002263      0.000000 
     10.40000        0.0009      0.006113      0.000000 
     10.45000        0.0020      0.010773      0.000000 
     10.50000        0.0034      0.016147      0.000000 
     10.55000        0.0049      0.022028      0.000000 
     10.60000        0.0065      0.028132      0.000000 
     10.65000        0.0082      0.034098      0.000000 
     10.70000        0.0096      0.039515      0.000000 
     10.75000        0.0109      0.043966      0.000000 
     10.80000        0.0117      0.047063      0.000000 
     10.85000        0.0121      0.048489      0.000000 
     10.90000        0.0119      0.048038      0.000000 
     10.95000        0.0112      0.045653      0.000000 
     11.00000        0.0100      0.041412      0.000000 
     11.05000        0.0084      0.035535      0.000000 
     11.10000        0.0064      0.028359      0.000000 
     11.15000        0.0043      0.020312      0.000000 
     11.20000        0.0021      0.011848      0.000000 
     11.25000        0.0000      0.003426      0.000000 
     11.30000       -0.0019     -0.004548      0.000000 
     11.35000       -0.0035     -0.011727      0.000000 
     11.40000       -0.0049     -0.017853      0.000000 
     11.45000       -0.0059     -0.022766      0.000000 
     11.50000       -0.0065     -0.026393      0.000000 
     11.55000       -0.0069     -0.028756      0.000000 
     11.60000       -0.0070     -0.029943      0.000000 
     11.65000       -0.0068     -0.030101      0.000000 
     11.70000       -0.0065     -0.029415      0.000000 
     11.75000       -0.0060     -0.028076      0.000000 
     11.80000       -0.0055     -0.026274      0.000000 
     11.85000       -0.0050     -0.024177      0.000000 
     11.90000       -0.0044     -0.021917      0.000000 
     11.95000       -0.0039     -0.019584      0.000000 
     12.00000       -0.0034     -0.017229      0.000000 
     12.05000       -0.0030     -0.014872      0.000000 
     12.10000       -0.0025     -0.012500      0.000000 
     12.15000       -0.0020     -0.010106      0.000000 
     12.20000       -0.0015     -0.007687      0.000000 
     12.25000       -0.0009     -0.005257      0.000000 
     12.30000       -0.0003     -0.002858      0.000000 
     12.35000        0.0002     -0.000573      0.000000 
     12.40000        0.0008      0.001487      0.000000 
     12.45000        0.0012      0.003200      0.000000 
     12.50000        0.0016      0.004435      0.000000 
     12.55000        0.0017      0.005081      0.000000 
     12.60000        0.0017      0.005085      0.000000 
     12.65000        0.0014      0.004441      0.000000 
     12.70000        0.0010      0.003231      0.000000 
     12.75000        0.0005      0.001593      0.000000 
     12.80000       -0.0001     -0.000238      0.000000 
     12.85000       -0.0007     -0.002011      0.000000 
     12.90000       -0.0012     -0.003439      0.000000 
     12.95000       -0.0016     -0.004246      0.000000 
     13.00000       -0.0016     -0.004226      0.000000 
     13.05000       -0.0014     -0.003218      0.000000 
     13.10000       -0.0008     -0.001177      0.000000 
     13.15000        0.0001      0.001830      0.000000 
     13.20000        0.0011      0.005640      0.000000 
     13.25000        0.0024      0.009961      0.000000 
     13.30000        0.0037      0.014458      0.000000 
     13.35000        0.0049      0.018721      0.000000 
     13.40000        0.0059      0.022352      0.000000 
     13.45000        0.0066      0.024993      0.000000 
     13.50000        0.0070      0.026383      0.000000 
     13.55000        0.0068      0.026387      0.000000 
     13.60000        0.0063      0.025028      0.000000 
     13.65000        0.0055      0.022442      0.000000 
     13.70000        0.0044      0.018908      0.000000 
     13.75000        0.0032      0.014776      0.000000 
     13.80000        0.0020      0.010440      0.000000 
     13.85000        0.0008      0.006248      0.000000 
     13.90000       -0.0001      0.002525      0.000000 
     13.95000       -0.0008     -0.000482      0.000000 
     14.00000       -0.0012     -0.002646      0.000000 
     14.05000       -0.0013     -0.003918      0.000000 
     14.10000       -0.0013     -0.004382      0.000000 
     14.15000       -0.0010     -0.004138      0.000000 
     14.20000       -0.0007     -0.003377      0.000000 
     14.25000       -0.0003     -0.002317      0.000000 
     14.30000        0.0001     -0.001142      0.000000 
     14.35000        0.0004     -0.000042      0.000000 
     14.40000        0.0007      0.000824      0.000000 
     14.45000        0.0008      0.001365      0.000000 
     14.50000        0.0008      0.001519      0.000000 
     14.55000        0.0007      0.001233      0.000000 
     14.60000        0.0006      0.000492      0.000000 
     14.65000        0.0003     -0.000709      0.000000 
     14.70000       -0.0001     -0.002409      0.000000 
     14.75000       -0.0005     -0.004611      0.000000 
     14.80000       -0.0011     -0.007336      0.000000 
     14.85000       -0.0019     -0.010591      0.000000 
     14.90000       -0.0028     -0.014325      0.000000 
     14.95000       -0.0038     -0.018464      0.000000 
     15.00000       -0.0049     -0.022871      0.000000 
     15.05000       -0.0061     -0.027325      0.000000 
     15.10000       -0.0072     -0.031562      0.000000 
     15.15000       -0.0082     -0.035280      0.000000 
     15.20000       -0.0090     -0.038162      0.000000 
     15.25000       -0.0096     -0.039887      0.000000 
     15.30000       -0.0097     -0.040168      0.000000 
     15.35000       -0.0094     -0.038808      0.000000 
     15.40000       -0.0087     -0.035705      0.000000 
     15.45000       -0.0075     -0.030848      0.000000 
     15.50000       -0.0058     -0.024331      0.000000 
     15.55000       -0.0038     -0.016353      0.000000 
     15.60000       -0.0015     -0.007270      0.000000 
     15.65000        0.0010      0.002521      0.000000 
     15.70000        0.0035      0.012584      0.000000 
     15.75000        0.0060      0.022408      0.000000 
     15.80000        0.0082      0.031542      0.000000 
     15.85000        0.0101      0.039622      0.000000 
     15.90000        0.0116      0.046328      0.000000 
     15.95000        0.0127      0.051433      0.000000 
     16.00000        0.0133      0.054886      0.000000 
     16.05000        0.0136      0.056663      0.000000 
     16.10000        0.0135      0.056784      0.000000 
     16.15000        0.0130      0.055347      0.000000 
     16.20000        0.0122      0.052482      0.000000 
     16.25000        0.0112      0.048302      0.000000 
     16.30000        0.0098      0.042921      0.000000 
     16.35000        0.0082      0.036551      0.000000 
     16.40000        0.0065      0.029393      0.000000 
     16.45000        0.0046      0.021670      0.000000 
     16.50000        0.0027      0.013620      0.000000 
     16.55000        0.0008      0.005543      0.000000 
     16.60000       -0.0010     -0.002285      0.000000 
     16.65000       -0.0027     -0.009681      0.000000 
     16.70000       -0.0041     -0.016466      0.000000 
     16.75000       -0.0054     -0.022486      0.000000 
     16.80000       -0.0065     -0.027722      0.000000 
     16.85000       -0.0073     -0.032243      0.000000 
     16.90000       -0.0080     -0.036051      0.000000 
     16.95000       -0.0086     -0.039239      0.000000 
     17.00000       -0.0091     -0.041922      0.000000 
     17.05000       -0.0095     -0.044161      0.000000 
     17.10000       -0.0099     -0.046002      0.000000 
     17.15000       -0.0103     -0.047436      0.000000 
     17.20000       -0.0105     -0.048470      0.000000 
     17.25000       -0.0107     -0.048983      0.000000 
     17.30000       -0.0108     -0.048837      0.000000 
     17.35000       -0.0107     -0.047924      0.000000 
     17.40000       -0.0103     -0.046171      0.000000 
     17.45000       -0.0098     -0.043444      0.000000 
     17.50000       -0.0089     -0.039694      0.000000 
     17.55000       -0.0078     -0.034921      0.000000 
     17.60000       -0.0065     -0.029208      0.000000 
     17.65000       -0.0049     -0.022630      0.000000 
     17.70000       -0.0032     -0.015367      0.000000 
     17.75000       -0.0014     -0.007581      0.000000 
     17.80000        0.0005      0.000527      0.000000 
     17.85000        0.0024      0.008741      0.000000 
     17.90000        0.0043      0.016838      0.000000 
     17.95000        0.0061      0.024653      0.000000 
     18.00000        0.0078      0.032013      0.000000 
     18.05000        0.0093      0.038742      0.000000 
     18.10000        0.0107      0.044637      0.000000 
     18.15000        0.0119      0.049551      0.000000 
     18.20000        0.0127      0.053327      0.000000 
     18.25000        0.0133      0.055781      0.000000 
     18.30000        0.0135      0.056755      0.000000 
     18.35000        0.0133      0.056181      0.000000 
     18.40000        0.0127      0.054091      0.000000 
     18.45000        0.0118      0.050513      0.000000 
     18.50000        0.0105      0.045600      0.000000 
     18.55000        0.0090      0.039565      0.000000 
     18.60000        0.0073      0.032624      0.000000 
     18.65000        0.0055      0.025102      0.000000 
     18.70000        0.0036      0.017144      0.000000 
     18.75000        0.0017      0.009056      0.000000 
     18.80000       -0.0001      0.000967      0.000000 
     18.85000       -0.0019     -0.006927      0.000000 
     18.90000       -0.0036     -0.014504      0.000000 
     18.95000       -0.0052     -0.021580      0.000000 
     19.00000       -0.0066     -0.028060      0.000000 
     19.05000       -0.0079     -0.033772      0.000000 
     19.10000       -0.0090     -0.038661      0.000000 
     19.15000       -0.0098     -0.042505      0.000000 
     19.20000       -0.0104     -0.045355      0.000000 
     19.25000       -0.0107     -0.047058      0.000000 
     19.30000       -0.0107     -0.047669      0.000000 
     19.35000       -0.0105     -0.047245      0.000000 
