%
%
% Run:      Table:GAUGE5            SWASH version:11.01AB
%
%       Tsec          Watlev      X-vel         Y-vel      
%       [s]           [m]           [m/s]         [m/s]    
%
      0.00000        0.0000      0.000000      0.000000 
      0.05000        0.0000      0.000000      0.000000 
      0.10000        0.0000      0.000000      0.000000 
      0.15000        0.0000      0.000000      0.000000 
      0.20000       -0.0000     -0.000000      0.000000 
      0.25000        0.0000      0.000000      0.000000 
      0.30000       -0.0000     -0.000000      0.000000 
      0.35000        0.0000      0.000000      0.000000 
      0.40000       -0.0000     -0.000000      0.000000 
      0.45000        0.0000      0.000000      0.000000 
      0.50000        0.0000      0.000000      0.000000 
      0.55000        0.0000     -0.000000      0.000000 
      0.60000       -0.0000     -0.000000      0.000000 
      0.65000       -0.0000     -0.000000      0.000000 
      0.70000       -0.0000     -0.000000      0.000000 
      0.75000       -0.0000      0.000000      0.000000 
      0.80000       -0.0000     -0.000000      0.000000 
      0.85000       -0.0000     -0.000000      0.000000 
      0.90000       -0.0000     -0.000000      0.000000 
      0.95000       -0.0000     -0.000000      0.000000 
      1.00000       -0.0000     -0.000000      0.000000 
      1.05000       -0.0000     -0.000000      0.000000 
      1.10000       -0.0000     -0.000000      0.000000 
      1.15000       -0.0000     -0.000000      0.000000 
      1.20000       -0.0000     -0.000000      0.000000 
      1.25000       -0.0000     -0.000000      0.000000 
      1.30000       -0.0000      0.000000      0.000000 
      1.35000        0.0000      0.000000      0.000000 
      1.40000        0.0000      0.000000      0.000000 
      1.45000        0.0000      0.000000      0.000000 
      1.50000        0.0000      0.000000      0.000000 
      1.55000        0.0000      0.000000      0.000000 
      1.60000        0.0000      0.000000      0.000000 
      1.65000        0.0000      0.000000      0.000000 
      1.70000        0.0000      0.000000      0.000000 
      1.75000        0.0000      0.000000      0.000000 
      1.80000        0.0000      0.000000      0.000000 
      1.85000        0.0000      0.000000      0.000000 
      1.90000        0.0000      0.000000      0.000000 
      1.95000        0.0000      0.000000      0.000000 
      2.00000        0.0000      0.000000      0.000000 
      2.05000        0.0000      0.000000      0.000000 
      2.10000       -0.0000     -0.000000      0.000000 
      2.15000       -0.0000     -0.000000      0.000000 
      2.20000       -0.0000     -0.000000      0.000000 
      2.25000       -0.0000     -0.000000      0.000000 
      2.30000       -0.0000     -0.000000      0.000000 
      2.35000       -0.0000     -0.000000      0.000000 
      2.40000       -0.0000     -0.000000      0.000000 
      2.45000       -0.0000     -0.000000      0.000000 
      2.50000       -0.0000     -0.000000      0.000000 
      2.55000       -0.0000     -0.000000      0.000000 
      2.60000       -0.0000     -0.000000      0.000000 
      2.65000       -0.0000     -0.000000      0.000000 
      2.70000       -0.0000     -0.000000      0.000000 
      2.75000       -0.0000     -0.000000      0.000000 
      2.80000       -0.0000     -0.000000      0.000000 
      2.85000       -0.0000     -0.000000      0.000000 
      2.90000       -0.0000     -0.000000      0.000000 
      2.95000       -0.0000      0.000000      0.000000 
      3.00000        0.0000      0.000000      0.000000 
      3.05000        0.0000      0.000000      0.000000 
      3.10000        0.0000      0.000000      0.000000 
      3.15000        0.0000      0.000000      0.000000 
      3.20000        0.0000      0.000000      0.000000 
      3.25000        0.0000      0.000000      0.000000 
      3.30000        0.0000      0.000000      0.000000 
      3.35000        0.0000      0.000000      0.000000 
      3.40000        0.0000      0.000000      0.000000 
      3.45000        0.0000      0.000000      0.000000 
      3.50000        0.0000      0.000000      0.000000 
      3.55000        0.0000      0.000000      0.000000 
      3.60000        0.0000      0.000000      0.000000 
      3.65000        0.0000      0.000000      0.000000 
      3.70000        0.0000      0.000000      0.000000 
      3.75000        0.0000      0.000000      0.000000 
      3.80000        0.0000      0.000000      0.000000 
      3.85000        0.0000      0.000000      0.000000 
      3.90000        0.0000      0.000000      0.000000 
      3.95000        0.0000      0.000000      0.000000 
      4.00000       -0.0000     -0.000000      0.000000 
      4.05000       -0.0000     -0.000000      0.000000 
      4.10000       -0.0000     -0.000000      0.000000 
      4.15000       -0.0000     -0.000000      0.000000 
      4.20000       -0.0000     -0.000000      0.000000 
      4.25000       -0.0000     -0.000000      0.000000 
      4.30000       -0.0000     -0.000000      0.000000 
      4.35000       -0.0000     -0.000000      0.000000 
      4.40000       -0.0000     -0.000000      0.000000 
      4.45000       -0.0000     -0.000000      0.000000 
      4.50000       -0.0000     -0.000000      0.000000 
      4.55000       -0.0000     -0.000000      0.000000 
      4.60000       -0.0000     -0.000000      0.000000 
      4.65000       -0.0000     -0.000000      0.000000 
      4.70000       -0.0000     -0.000000      0.000000 
      4.75000       -0.0000     -0.000000      0.000000 
      4.80000       -0.0000     -0.000000      0.000000 
      4.85000       -0.0000     -0.000000      0.000000 
      4.90000       -0.0000     -0.000000      0.000000 
      4.95000       -0.0000     -0.000000      0.000000 
      5.00000       -0.0000     -0.000000      0.000000 
      5.05000       -0.0000     -0.000000      0.000000 
      5.10000        0.0000      0.000000      0.000000 
      5.15000        0.0000      0.000000      0.000000 
      5.20000        0.0000      0.000000      0.000000 
      5.25000        0.0000      0.000000      0.000000 
      5.30000        0.0000      0.000000      0.000000 
      5.35000        0.0000      0.000000      0.000000 
      5.40000        0.0000      0.000000      0.000000 
      5.45000        0.0000      0.000000      0.000000 
      5.50000        0.0000      0.000000      0.000000 
      5.55000        0.0000      0.000000      0.000000 
      5.60000        0.0000      0.000000      0.000000 
      5.65000        0.0000      0.000000      0.000000 
      5.70000        0.0000      0.000000      0.000000 
      5.75000        0.0000      0.000000      0.000000 
      5.80000        0.0000      0.000000      0.000000 
      5.85000        0.0000      0.000000      0.000000 
      5.90000        0.0000      0.000000      0.000000 
      5.95000        0.0000      0.000000      0.000000 
      6.00000        0.0000      0.000000      0.000000 
      6.05000        0.0000      0.000000      0.000000 
      6.10000        0.0000      0.000000      0.000000 
      6.15000        0.0000      0.000000      0.000000 
      6.20000       -0.0000     -0.000000      0.000000 
      6.25000       -0.0000     -0.000000      0.000000 
      6.30000       -0.0000     -0.000000      0.000000 
      6.35000       -0.0000     -0.000000      0.000000 
      6.40000       -0.0000     -0.000000      0.000000 
      6.45000       -0.0000     -0.000000      0.000000 
      6.50000       -0.0000     -0.000000      0.000000 
      6.55000       -0.0000     -0.000000      0.000000 
      6.60000       -0.0000     -0.000000      0.000000 
      6.65000       -0.0000     -0.000000      0.000000 
      6.70000       -0.0000     -0.000000      0.000000 
      6.75000       -0.0000     -0.000000      0.000000 
      6.80000       -0.0000     -0.000000      0.000000 
      6.85000       -0.0000     -0.000000      0.000000 
      6.90000       -0.0000     -0.000000      0.000000 
      6.95000       -0.0000     -0.000000      0.000000 
      7.00000       -0.0000     -0.000000      0.000000 
      7.05000       -0.0000     -0.000000      0.000000 
      7.10000       -0.0000     -0.000000      0.000000 
      7.15000       -0.0000     -0.000000      0.000000 
      7.20000       -0.0000     -0.000000      0.000000 
      7.25000       -0.0000     -0.000000      0.000000 
      7.30000       -0.0000     -0.000000      0.000000 
      7.35000       -0.0000     -0.000000      0.000000 
      7.40000       -0.0000     -0.000000      0.000000 
      7.45000       -0.0000     -0.000000      0.000000 
      7.50000       -0.0000     -0.000000      0.000000 
      7.55000       -0.0000     -0.000000      0.000000 
      7.60000       -0.0000     -0.000000      0.000000 
      7.65000       -0.0000     -0.000000      0.000000 
      7.70000       -0.0000     -0.000001      0.000000 
      7.75000       -0.0000     -0.000001      0.000000 
      7.80000       -0.0000     -0.000001      0.000000 
      7.85000       -0.0000     -0.000001      0.000000 
      7.90000       -0.0000     -0.000001      0.000000 
      7.95000       -0.0000     -0.000002      0.000000 
      8.00000       -0.0000     -0.000002      0.000000 
      8.05000       -0.0000     -0.000003      0.000000 
      8.10000       -0.0000     -0.000003      0.000000 
      8.15000       -0.0000     -0.000004      0.000000 
      8.20000       -0.0000     -0.000006      0.000000 
      8.25000       -0.0000     -0.000007      0.000000 
      8.30000       -0.0000     -0.000009      0.000000 
      8.35000       -0.0000     -0.000011      0.000000 
      8.40000       -0.0000     -0.000013      0.000000 
      8.45000       -0.0000     -0.000016      0.000000 
      8.50000       -0.0000     -0.000019      0.000000 
      8.55000       -0.0000     -0.000023      0.000000 
      8.60000       -0.0000     -0.000027      0.000000 
      8.65000       -0.0000     -0.000031      0.000000 
      8.70000       -0.0000     -0.000036      0.000000 
      8.75000       -0.0000     -0.000041      0.000000 
      8.80000       -0.0000     -0.000046      0.000000 
      8.85000       -0.0000     -0.000051      0.000000 
      8.90000       -0.0000     -0.000055      0.000000 
      8.95000       -0.0000     -0.000059      0.000000 
      9.00000       -0.0000     -0.000061      0.000000 
      9.05000       -0.0000     -0.000061      0.000000 
      9.10000       -0.0000     -0.000058      0.000000 
      9.15000       -0.0000     -0.000051      0.000000 
      9.20000       -0.0000     -0.000038      0.000000 
      9.25000       -0.0000     -0.000017      0.000000 
      9.30000        0.0000      0.000014      0.000000 
      9.35000        0.0000      0.000059      0.000000 
      9.40000        0.0000      0.000121      0.000000 
      9.45000        0.0000      0.000206      0.000000 
      9.50000        0.0000      0.000321      0.000000 
      9.55000        0.0001      0.000474      0.000000 
      9.60000        0.0001      0.000676      0.000000 
      9.65000        0.0001      0.000940      0.000000 
      9.70000        0.0002      0.001284      0.000000 
      9.75000        0.0002      0.001730      0.000000 
      9.80000        0.0003      0.002306      0.000000 
      9.85000        0.0004      0.003051      0.000000 
      9.90000        0.0005      0.004012      0.000000 
      9.95000        0.0006      0.005254      0.000000 
     10.00000        0.0008      0.006862      0.000000 
     10.05000        0.0011      0.008951      0.000000 
     10.10000        0.0014      0.011673      0.000000 
     10.15000        0.0018      0.015241      0.000000 
     10.20000        0.0024      0.019940      0.000000 
     10.25000        0.0031      0.026291      0.000000 
     10.30000        0.0041      0.034835      0.000000 
     10.35000        0.0054      0.046224      0.000000 
     10.40000        0.0072      0.061458      0.000000 
     10.45000        0.0096      0.081799      0.000000 
     10.50000        0.0130      0.108195      0.000000 
     10.55000        0.0174      0.142400      0.000000 
     10.60000        0.0233      0.185875      0.000000 
     10.65000        0.0305      0.238550      0.000000 
     10.70000        0.0390      0.297885      0.000000 
     10.75000        0.0476      0.357815      0.000000 
     10.80000        0.0548      0.408892      0.000000 
     10.85000        0.0590      0.441514      0.000000 
     10.90000        0.0597      0.451266      0.000000 
     10.95000        0.0574      0.441143      0.000000 
     11.00000        0.0533      0.415811      0.000000 
     11.05000        0.0484      0.382735      0.000000 
     11.10000        0.0438      0.348327      0.000000 
     11.15000        0.0398      0.316637      0.000000 
     11.20000        0.0365      0.289420      0.000000 
     11.25000        0.0339      0.266786      0.000000 
     11.30000        0.0318      0.247983      0.000000 
     11.35000        0.0300      0.231997      0.000000 
     11.40000        0.0284      0.217890      0.000000 
     11.45000        0.0269      0.204946      0.000000 
     11.50000        0.0255      0.192682      0.000000 
     11.55000        0.0241      0.180802      0.000000 
     11.60000        0.0228      0.169142      0.000000 
     11.65000        0.0214      0.157621      0.000000 
     11.70000        0.0201      0.146203      0.000000 
     11.75000        0.0187      0.134876      0.000000 
     11.80000        0.0174      0.123642      0.000000 
     11.85000        0.0161      0.112508      0.000000 
     11.90000        0.0148      0.101484      0.000000 
     11.95000        0.0135      0.090580      0.000000 
     12.00000        0.0123      0.079803      0.000000 
     12.05000        0.0111      0.069162      0.000000 
     12.10000        0.0098      0.058657      0.000000 
     12.15000        0.0086      0.048292      0.000000 
     12.20000        0.0075      0.038066      0.000000 
     12.25000        0.0063      0.027986      0.000000 
     12.30000        0.0051      0.018059      0.000000 
     12.35000        0.0040      0.008316      0.000000 
     12.40000        0.0029     -0.001185      0.000000 
     12.45000        0.0019     -0.010329      0.000000 
     12.50000        0.0009     -0.018869      0.000000 
     12.55000        0.0000     -0.026381      0.000000 
     12.60000       -0.0006     -0.031971      0.000000 
     12.65000       -0.0009     -0.033956      0.000000 
     12.70000       -0.0004     -0.028999      0.000000 
     12.75000        0.0018     -0.009122      0.000000 
     12.80000        0.0072      0.036654      0.000000 
     12.85000        0.0187      0.130079      0.000000 
     12.90000        0.0368      0.281673      0.000000 
     12.95000        0.0560      0.448434      0.000000 
     13.00000        0.0697      0.530229      0.000000 
     13.05000        0.0747      0.561433      0.000000 
     13.10000        0.0744      0.550312      0.000000 
     13.15000        0.0714      0.531958      0.000000 
     13.20000        0.0666      0.500417      0.000000 
     13.25000        0.0603      0.457255      0.000000 
     13.30000        0.0533      0.408108      0.000000 
     13.35000        0.0464      0.356430      0.000000 
     13.40000        0.0398      0.305704      0.000000 
     13.45000        0.0339      0.258051      0.000000 
     13.50000        0.0287      0.214452      0.000000 
     13.55000        0.0240      0.174905      0.000000 
     13.60000        0.0198      0.139147      0.000000 
     13.65000        0.0160      0.106757      0.000000 
     13.70000        0.0126      0.077321      0.000000 
     13.75000        0.0096      0.050479      0.000000 
     13.80000        0.0067      0.025936      0.000000 
     13.85000        0.0042      0.003439      0.000000 
     13.90000        0.0018     -0.017219      0.000000 
     13.95000       -0.0003     -0.036219      0.000000 
     14.00000       -0.0022     -0.053706      0.000000 
     14.05000       -0.0040     -0.069794      0.000000 
     14.10000       -0.0056     -0.084563      0.000000 
     14.15000       -0.0070     -0.098068      0.000000 
     14.20000       -0.0083     -0.110344      0.000000 
     14.25000       -0.0095     -0.121420      0.000000 
     14.30000       -0.0106     -0.131338      0.000000 
     14.35000       -0.0115     -0.140166      0.000000 
     14.40000       -0.0124     -0.147999      0.000000 
     14.45000       -0.0131     -0.154966      0.000000 
     14.50000       -0.0138     -0.161209      0.000000 
     14.55000       -0.0144     -0.166880      0.000000 
     14.60000       -0.0150     -0.172124      0.000000 
     14.65000       -0.0155     -0.177075      0.000000 
     14.70000       -0.0160     -0.181856      0.000000 
     14.75000       -0.0166     -0.186573      0.000000 
     14.80000       -0.0171     -0.191313      0.000000 
     14.85000       -0.0177     -0.196126      0.000000 
     14.90000       -0.0182     -0.200981      0.000000 
     14.95000       -0.0188     -0.205744      0.000000 
     15.00000       -0.0193     -0.209953      0.000000 
     15.05000       -0.0197     -0.212789      0.000000 
     15.10000       -0.0197     -0.212687      0.000000 
     15.15000       -0.0190     -0.206349      0.000000 
     15.20000       -0.0171     -0.189938      0.000000 
     15.25000       -0.0128     -0.153286      0.000000 
     15.30000       -0.0053     -0.086687      0.000000 
     15.35000        0.0059      0.009981      0.000000 
     15.40000        0.0188      0.117002      0.000000 
     15.45000        0.0302      0.207728      0.000000 
     15.50000        0.0380      0.266020      0.000000 
     15.55000        0.0406      0.283063      0.000000 
     15.60000        0.0386      0.270182      0.000000 
     15.65000        0.0341      0.237468      0.000000 
     15.70000        0.0289      0.199260      0.000000 
     15.75000        0.0244      0.164398      0.000000 
     15.80000        0.0209      0.136424      0.000000 
     15.85000        0.0182      0.114211      0.000000 
     15.90000        0.0158      0.095267      0.000000 
     15.95000        0.0136      0.077168      0.000000 
     16.00000        0.0114      0.058921      0.000000 
     16.05000        0.0093      0.040622      0.000000 
     16.10000        0.0073      0.022992      0.000000 
     16.15000        0.0057      0.006835      0.000000 
     16.20000        0.0043     -0.007433      0.000000 
     16.25000        0.0030     -0.019945      0.000000 
     16.30000        0.0019     -0.031262      0.000000 
     16.35000        0.0007     -0.042244      0.000000 
     16.40000       -0.0006     -0.053617      0.000000 
     16.45000       -0.0020     -0.065805      0.000000 
     16.50000       -0.0035     -0.078828      0.000000 
     16.55000       -0.0051     -0.092390      0.000000 
     16.60000       -0.0066     -0.106027      0.000000 
     16.65000       -0.0081     -0.119301      0.000000 
     16.70000       -0.0096     -0.131919      0.000000 
     16.75000       -0.0110     -0.143782      0.000000 
     16.80000       -0.0123     -0.154940      0.000000 
     16.85000       -0.0137     -0.165524      0.000000 
     16.90000       -0.0150     -0.175679      0.000000 
     16.95000       -0.0163     -0.185531      0.000000 
     17.00000       -0.0176     -0.195169      0.000000 
     17.05000       -0.0189     -0.204646      0.000000 
     17.10000       -0.0201     -0.213988      0.000000 
     17.15000       -0.0213     -0.223192      0.000000 
     17.20000       -0.0224     -0.232223      0.000000 
     17.25000       -0.0235     -0.240977      0.000000 
     17.30000       -0.0244     -0.249200      0.000000 
     17.35000       -0.0252     -0.256455      0.000000 
     17.40000       -0.0257     -0.261694      0.000000 
     17.45000       -0.0258     -0.263588      0.000000 
     17.50000       -0.0251     -0.258411      0.000000 
     17.55000       -0.0230     -0.241586      0.000000 
     17.60000       -0.0187     -0.206170      0.000000 
     17.65000       -0.0117     -0.149792      0.000000 
     17.70000       -0.0019     -0.070899      0.000000 
     17.75000        0.0099      0.019636      0.000000 
     17.80000        0.0214      0.114827      0.000000 
     17.85000        0.0301      0.191622      0.000000 
     17.90000        0.0342      0.226663      0.000000 
     17.95000        0.0326      0.220602      0.000000 
     18.00000        0.0271      0.185836      0.000000 
     18.05000        0.0202      0.136201      0.000000 
     18.10000        0.0138      0.088155      0.000000 
     18.15000        0.0091      0.049504      0.000000 
     18.20000        0.0061      0.021913      0.000000 
     18.25000        0.0041      0.002655      0.000000 
     18.30000        0.0026     -0.012316      0.000000 
     18.35000        0.0010     -0.026627      0.000000 
     18.40000       -0.0007     -0.042353      0.000000 
     18.45000       -0.0026     -0.060093      0.000000 
     18.50000       -0.0047     -0.078849      0.000000 
     18.55000       -0.0066     -0.097139      0.000000 
     18.60000       -0.0083     -0.113573      0.000000 
     18.65000       -0.0098     -0.127511      0.000000 
     18.70000       -0.0110     -0.138871      0.000000 
     18.75000       -0.0119     -0.148139      0.000000 
     18.80000       -0.0127     -0.156075      0.000000 
     18.85000       -0.0135     -0.163485      0.000000 
     18.90000       -0.0144     -0.171063      0.000000 
     18.95000       -0.0152     -0.179176      0.000000 
     19.00000       -0.0161     -0.187785      0.000000 
     19.05000       -0.0170     -0.196516      0.000000 
     19.10000       -0.0179     -0.204855      0.000000 
     19.15000       -0.0186     -0.212210      0.000000 
     19.20000       -0.0192     -0.217898      0.000000 
     19.25000       -0.0194     -0.221126      0.000000 
     19.30000       -0.0193     -0.220966      0.000000 
