%
%
% Run:      Table:GAUGE6            SWASH version:11.01AB
%
%       Tsec          Watlev      X-vel         Y-vel      
%       [s]           [m]           [m/s]         [m/s]    
%
      0.00000        0.0000      0.000000      0.000000 
      0.05000        0.0000      0.000000      0.000000 
      0.10000        0.0000      0.000000      0.000000 
      0.15000        0.0000      0.000000      0.000000 
      0.20000        0.0000      0.000000      0.000000 
      0.25000        0.0000      0.000000      0.000000 
      0.30000        0.0000      0.000000      0.000000 
      0.35000        0.0000      0.000000      0.000000 
      0.40000        0.0000      0.000000      0.000000 
      0.45000        0.0000      0.000000      0.000000 
      0.50000        0.0000      0.000000      0.000000 
      0.55000        0.0000      0.000000      0.000000 
      0.60000        0.0000      0.000000      0.000000 
      0.65000       -0.0000     -0.000000      0.000000 
      0.70000        0.0000      0.000000      0.000000 
      0.75000       -0.0000     -0.000000      0.000000 
      0.80000       -0.0000     -0.000000      0.000000 
      0.85000       -0.0000     -0.000000      0.000000 
      0.90000       -0.0000     -0.000000      0.000000 
      0.95000       -0.0000      0.000000      0.000000 
      1.00000        0.0000      0.000000      0.000000 
      1.05000        0.0000      0.000000      0.000000 
      1.10000        0.0000      0.000000      0.000000 
      1.15000        0.0000      0.000000      0.000000 
      1.20000        0.0000      0.000000      0.000000 
      1.25000        0.0000      0.000000      0.000000 
      1.30000        0.0000      0.000000      0.000000 
      1.35000        0.0000      0.000000      0.000000 
      1.40000        0.0000      0.000000      0.000000 
      1.45000        0.0000      0.000000      0.000000 
      1.50000        0.0000      0.000000      0.000000 
      1.55000        0.0000      0.000000      0.000000 
      1.60000       -0.0000     -0.000000      0.000000 
      1.65000       -0.0000     -0.000000      0.000000 
      1.70000       -0.0000     -0.000000      0.000000 
      1.75000       -0.0000     -0.000000      0.000000 
      1.80000       -0.0000     -0.000000      0.000000 
      1.85000       -0.0000     -0.000000      0.000000 
      1.90000       -0.0000     -0.000000      0.000000 
      1.95000       -0.0000     -0.000000      0.000000 
      2.00000       -0.0000     -0.000000      0.000000 
      2.05000       -0.0000     -0.000000      0.000000 
      2.10000       -0.0000     -0.000000      0.000000 
      2.15000       -0.0000     -0.000000      0.000000 
      2.20000       -0.0000     -0.000000      0.000000 
      2.25000       -0.0000     -0.000000      0.000000 
      2.30000       -0.0000     -0.000000      0.000000 
      2.35000       -0.0000     -0.000000      0.000000 
      2.40000       -0.0000     -0.000000      0.000000 
      2.45000        0.0000      0.000000      0.000000 
      2.50000        0.0000      0.000000      0.000000 
      2.55000        0.0000      0.000000      0.000000 
      2.60000        0.0000      0.000000      0.000000 
      2.65000        0.0000      0.000000      0.000000 
      2.70000        0.0000      0.000000      0.000000 
      2.75000        0.0000      0.000000      0.000000 
      2.80000        0.0000      0.000000      0.000000 
      2.85000        0.0000      0.000000      0.000000 
      2.90000        0.0000      0.000000      0.000000 
      2.95000        0.0000      0.000000      0.000000 
      3.00000        0.0000      0.000000      0.000000 
      3.05000        0.0000      0.000000      0.000000 
      3.10000        0.0000      0.000000      0.000000 
      3.15000        0.0000      0.000000      0.000000 
      3.20000        0.0000      0.000000      0.000000 
      3.25000        0.0000      0.000000      0.000000 
      3.30000        0.0000      0.000000      0.000000 
      3.35000        0.0000      0.000000      0.000000 
      3.40000       -0.0000     -0.000000      0.000000 
      3.45000       -0.0000     -0.000000      0.000000 
      3.50000       -0.0000     -0.000000      0.000000 
      3.55000       -0.0000     -0.000000      0.000000 
      3.60000       -0.0000     -0.000000      0.000000 
      3.65000       -0.0000     -0.000000      0.000000 
      3.70000       -0.0000     -0.000000      0.000000 
      3.75000       -0.0000     -0.000000      0.000000 
      3.80000       -0.0000     -0.000000      0.000000 
      3.85000       -0.0000     -0.000000      0.000000 
      3.90000       -0.0000     -0.000000      0.000000 
      3.95000       -0.0000     -0.000000      0.000000 
      4.00000       -0.0000     -0.000000      0.000000 
      4.05000       -0.0000     -0.000000      0.000000 
      4.10000       -0.0000     -0.000000      0.000000 
      4.15000       -0.0000     -0.000000      0.000000 
      4.20000       -0.0000     -0.000000      0.000000 
      4.25000       -0.0000     -0.000000      0.000000 
      4.30000       -0.0000     -0.000000      0.000000 
      4.35000       -0.0000     -0.000000      0.000000 
      4.40000       -0.0000     -0.000000      0.000000 
      4.45000       -0.0000     -0.000000      0.000000 
      4.50000        0.0000      0.000000      0.000000 
      4.55000        0.0000      0.000000      0.000000 
      4.60000        0.0000      0.000000      0.000000 
      4.65000        0.0000      0.000000      0.000000 
      4.70000        0.0000      0.000000      0.000000 
      4.75000        0.0000      0.000000      0.000000 
      4.80000        0.0000      0.000000      0.000000 
      4.85000        0.0000      0.000000      0.000000 
      4.90000        0.0000      0.000000      0.000000 
      4.95000        0.0000      0.000000      0.000000 
      5.00000        0.0000      0.000000      0.000000 
      5.05000        0.0000      0.000000      0.000000 
      5.10000        0.0000      0.000000      0.000000 
      5.15000        0.0000      0.000000      0.000000 
      5.20000        0.0000      0.000000      0.000000 
      5.25000        0.0000      0.000000      0.000000 
      5.30000        0.0000      0.000000      0.000000 
      5.35000        0.0000      0.000000      0.000000 
      5.40000        0.0000      0.000000      0.000000 
      5.45000        0.0000      0.000000      0.000000 
      5.50000        0.0000      0.000000      0.000000 
      5.55000        0.0000      0.000000      0.000000 
      5.60000        0.0000      0.000000      0.000000 
      5.65000       -0.0000     -0.000000      0.000000 
      5.70000       -0.0000     -0.000000      0.000000 
      5.75000       -0.0000     -0.000000      0.000000 
      5.80000       -0.0000     -0.000000      0.000000 
      5.85000       -0.0000     -0.000000      0.000000 
      5.90000       -0.0000     -0.000000      0.000000 
      5.95000       -0.0000     -0.000000      0.000000 
      6.00000       -0.0000     -0.000000      0.000000 
      6.05000       -0.0000     -0.000000      0.000000 
      6.10000       -0.0000     -0.000000      0.000000 
      6.15000       -0.0000     -0.000000      0.000000 
      6.20000       -0.0000     -0.000000      0.000000 
      6.25000       -0.0000     -0.000000      0.000000 
      6.30000       -0.0000     -0.000000      0.000000 
      6.35000       -0.0000     -0.000000      0.000000 
      6.40000       -0.0000     -0.000000      0.000000 
      6.45000       -0.0000     -0.000000      0.000000 
      6.50000       -0.0000     -0.000000      0.000000 
      6.55000       -0.0000     -0.000000      0.000000 
      6.60000       -0.0000     -0.000000      0.000000 
      6.65000       -0.0000     -0.000000      0.000000 
      6.70000       -0.0000     -0.000000      0.000000 
      6.75000       -0.0000     -0.000000      0.000000 
      6.80000       -0.0000     -0.000000      0.000000 
      6.85000        0.0000     -0.000000      0.000000 
      6.90000        0.0000      0.000000      0.000000 
      6.95000        0.0000      0.000000      0.000000 
      7.00000        0.0000      0.000000      0.000000 
      7.05000        0.0000      0.000000      0.000000 
      7.10000        0.0000      0.000000      0.000000 
      7.15000        0.0000      0.000000      0.000000 
      7.20000        0.0000      0.000000      0.000000 
      7.25000        0.0000      0.000000      0.000000 
      7.30000        0.0000      0.000000      0.000000 
      7.35000        0.0000      0.000000      0.000000 
      7.40000        0.0000      0.000000      0.000000 
      7.45000        0.0000      0.000000      0.000000 
      7.50000        0.0000      0.000000      0.000000 
      7.55000        0.0000      0.000000      0.000000 
      7.60000        0.0000      0.000000      0.000000 
      7.65000        0.0000      0.000000      0.000000 
      7.70000        0.0000      0.000000      0.000000 
      7.75000        0.0000      0.000000      0.000000 
      7.80000        0.0000      0.000000      0.000000 
      7.85000        0.0000      0.000000      0.000000 
      7.90000        0.0000      0.000000      0.000000 
      7.95000        0.0000      0.000000      0.000000 
      8.00000        0.0000      0.000000      0.000000 
      8.05000        0.0000      0.000000      0.000000 
      8.10000       -0.0000     -0.000000      0.000000 
      8.15000       -0.0000     -0.000000      0.000000 
      8.20000       -0.0000     -0.000000      0.000000 
      8.25000       -0.0000     -0.000000      0.000000 
      8.30000       -0.0000     -0.000000      0.000000 
      8.35000       -0.0000     -0.000000      0.000000 
      8.40000       -0.0000     -0.000000      0.000000 
      8.45000       -0.0000     -0.000000      0.000000 
      8.50000       -0.0000     -0.000000      0.000000 
      8.55000       -0.0000     -0.000000      0.000000 
      8.60000       -0.0000     -0.000000      0.000000 
      8.65000       -0.0000     -0.000000      0.000000 
      8.70000       -0.0000     -0.000000      0.000000 
      8.75000       -0.0000     -0.000000      0.000000 
      8.80000       -0.0000     -0.000000      0.000000 
      8.85000       -0.0000     -0.000000      0.000000 
      8.90000       -0.0000     -0.000000      0.000000 
      8.95000       -0.0000     -0.000000      0.000000 
      9.00000       -0.0000     -0.000000      0.000000 
      9.05000       -0.0000     -0.000000      0.000000 
      9.10000       -0.0000     -0.000000      0.000000 
      9.15000       -0.0000     -0.000000      0.000000 
      9.20000       -0.0000     -0.000000      0.000000 
      9.25000       -0.0000     -0.000000      0.000000 
      9.30000       -0.0000     -0.000000      0.000000 
      9.35000       -0.0000     -0.000000      0.000000 
      9.40000       -0.0000     -0.000001      0.000000 
      9.45000       -0.0000     -0.000001      0.000000 
      9.50000       -0.0000     -0.000001      0.000000 
      9.55000       -0.0000     -0.000001      0.000000 
      9.60000       -0.0000     -0.000001      0.000000 
      9.65000       -0.0000     -0.000001      0.000000 
      9.70000       -0.0000     -0.000001      0.000000 
      9.75000       -0.0000     -0.000001      0.000000 
      9.80000       -0.0000     -0.000002      0.000000 
      9.85000       -0.0000     -0.000002      0.000000 
      9.90000       -0.0000     -0.000002      0.000000 
      9.95000       -0.0000     -0.000003      0.000000 
     10.00000       -0.0000     -0.000003      0.000000 
     10.05000       -0.0000     -0.000004      0.000000 
     10.10000       -0.0000     -0.000005      0.000000 
     10.15000       -0.0000     -0.000007      0.000000 
     10.20000       -0.0000     -0.000008      0.000000 
     10.25000       -0.0000     -0.000010      0.000000 
     10.30000       -0.0000     -0.000012      0.000000 
     10.35000       -0.0000     -0.000015      0.000000 
     10.40000       -0.0000     -0.000018      0.000000 
     10.45000       -0.0000     -0.000021      0.000000 
     10.50000       -0.0000     -0.000024      0.000000 
     10.55000       -0.0000     -0.000028      0.000000 
     10.60000       -0.0000     -0.000033      0.000000 
     10.65000       -0.0000     -0.000037      0.000000 
     10.70000       -0.0000     -0.000042      0.000000 
     10.75000       -0.0000     -0.000046      0.000000 
     10.80000       -0.0000     -0.000050      0.000000 
     10.85000       -0.0000     -0.000053      0.000000 
     10.90000       -0.0000     -0.000054      0.000000 
     10.95000       -0.0000     -0.000054      0.000000 
     11.00000       -0.0000     -0.000049      0.000000 
     11.05000       -0.0000     -0.000040      0.000000 
     11.10000       -0.0000     -0.000025      0.000000 
     11.15000        0.0000     -0.000001      0.000000 
     11.20000        0.0000      0.000035      0.000000 
     11.25000        0.0000      0.000088      0.000000 
     11.30000        0.0000      0.000162      0.000000 
     11.35000        0.0000      0.000264      0.000000 
     11.40000        0.0000      0.000406      0.000000 
     11.45000        0.0001      0.000599      0.000000 
     11.50000        0.0001      0.000864      0.000000 
     11.55000        0.0001      0.001228      0.000000 
     11.60000        0.0002      0.001733      0.000000 
     11.65000        0.0002      0.002445      0.000000 
     11.70000        0.0003      0.003473      0.000000 
     11.75000        0.0005      0.005002      0.000000 
     11.80000        0.0007      0.007369      0.000000 
     11.85000        0.0011      0.011218      0.000000 
     11.90000        0.0017      0.017796      0.000000 
     11.95000        0.0029      0.029653      0.000000 
     12.00000        0.0052      0.052152      0.000000 
     12.05000        0.0101      0.096554      0.000000 
     12.10000        0.0203      0.183707      0.000000 
     12.15000        0.0370      0.332107      0.000000 
     12.20000        0.0547      0.501517      0.000000 
     12.25000        0.0666      0.613935      0.000000 
     12.30000        0.0672      0.639251      0.000000 
     12.35000        0.0603      0.593466      0.000000 
     12.40000        0.0502      0.512755      0.000000 
     12.45000        0.0417      0.433361      0.000000 
     12.50000        0.0362      0.374615      0.000000 
     12.55000        0.0332      0.338962      0.000000 
     12.60000        0.0319      0.320454      0.000000 
     12.65000        0.0314      0.311703      0.000000 
     12.70000        0.0311      0.307068      0.000000 
     12.75000        0.0309      0.303147      0.000000 
     12.80000        0.0305      0.298189      0.000000 
     12.85000        0.0299      0.291614      0.000000 
     12.90000        0.0292      0.283482      0.000000 
     12.95000        0.0283      0.274140      0.000000 
     13.00000        0.0274      0.264006      0.000000 
     13.05000        0.0264      0.253449      0.000000 
     13.10000        0.0254      0.242741      0.000000 
     13.15000        0.0244      0.232059      0.000000 
     13.20000        0.0235      0.221499      0.000000 
     13.25000        0.0225      0.211096      0.000000 
     13.30000        0.0216      0.200848      0.000000 
     13.35000        0.0207      0.190734      0.000000 
     13.40000        0.0198      0.180731      0.000000 
     13.45000        0.0189      0.170816      0.000000 
     13.50000        0.0180      0.160974      0.000000 
     13.55000        0.0172      0.151197      0.000000 
     13.60000        0.0163      0.141479      0.000000 
     13.65000        0.0155      0.131815      0.000000 
     13.70000        0.0147      0.122202      0.000000 
     13.75000        0.0139      0.112641      0.000000 
     13.80000        0.0131      0.103152      0.000000 
     13.85000        0.0123      0.093787      0.000000 
     13.90000        0.0116      0.084687      0.000000 
     13.95000        0.0110      0.076173      0.000000 
     14.00000        0.0105      0.069040      0.000000 
     14.05000        0.0104      0.065036      0.000000 
     14.10000        0.0110      0.067876      0.000000 
     14.15000        0.0137      0.087616      0.000000 
     14.20000        0.0211      0.149244      0.000000 
     14.25000        0.0345      0.282883      0.000000 
     14.30000        0.0497      0.452311      0.000000 
     14.35000        0.0607      0.543919      0.000000 
     14.40000        0.0644      0.569163      0.000000 
     14.45000        0.0638      0.560745      0.000000 
     14.50000        0.0610      0.539285      0.000000 
     14.55000        0.0570      0.506492      0.000000 
     14.60000        0.0527      0.468861      0.000000 
     14.65000        0.0486      0.431871      0.000000 
     14.70000        0.0449      0.398407      0.000000 
     14.75000        0.0418      0.369126      0.000000 
     14.80000        0.0390      0.343536      0.000000 
     14.85000        0.0365      0.320705      0.000000 
     14.90000        0.0342      0.299754      0.000000 
     14.95000        0.0321      0.280023      0.000000 
     15.00000        0.0300      0.261069      0.000000 
     15.05000        0.0280      0.242614      0.000000 
     15.10000        0.0262      0.224492      0.000000 
     15.15000        0.0244      0.206609      0.000000 
     15.20000        0.0227      0.188921      0.000000 
     15.25000        0.0210      0.171421      0.000000 
     15.30000        0.0195      0.154121      0.000000 
     15.35000        0.0180      0.137052      0.000000 
     15.40000        0.0166      0.120251      0.000000 
     15.45000        0.0153      0.103755      0.000000 
     15.50000        0.0140      0.087602      0.000000 
     15.55000        0.0127      0.071827      0.000000 
     15.60000        0.0115      0.056458      0.000000 
     15.65000        0.0104      0.041522      0.000000 
     15.70000        0.0092      0.027035      0.000000 
     15.75000        0.0081      0.013005      0.000000 
     15.80000        0.0070     -0.000568      0.000000 
     15.85000        0.0060     -0.013699      0.000000 
     15.90000        0.0049     -0.026409      0.000000 
     15.95000        0.0039     -0.038730      0.000000 
     16.00000        0.0029     -0.050699      0.000000 
     16.05000        0.0019     -0.062352      0.000000 
     16.10000        0.0009     -0.073729      0.000000 
     16.15000       -0.0000     -0.084860      0.000000 
     16.20000       -0.0009     -0.095773      0.000000 
     16.25000       -0.0018     -0.106486      0.000000 
     16.30000       -0.0027     -0.117012      0.000000 
     16.35000       -0.0035     -0.127355      0.000000 
     16.40000       -0.0043     -0.137517      0.000000 
     16.45000       -0.0051     -0.147495      0.000000 
     16.50000       -0.0058     -0.157288      0.000000 
     16.55000       -0.0066     -0.166891      0.000000 
     16.60000       -0.0073     -0.176302      0.000000 
     16.65000       -0.0080     -0.185518      0.000000 
     16.70000       -0.0087     -0.194538      0.000000 
     16.75000       -0.0094     -0.203359      0.000000 
     16.80000       -0.0100     -0.211976      0.000000 
     16.85000       -0.0106     -0.220371      0.000000 
     16.90000       -0.0113     -0.228514      0.000000 
     16.95000       -0.0118     -0.236311      0.000000 
     17.00000       -0.0124     -0.243573      0.000000 
     17.05000       -0.0128     -0.249733      0.000000 
     17.10000       -0.0129     -0.253674      0.000000 
     17.15000       -0.0122     -0.251025      0.000000 
     17.20000       -0.0100     -0.235148      0.000000 
     17.25000       -0.0041     -0.184314      0.000000 
     17.30000        0.0078     -0.078245      0.000000 
     17.35000        0.0226      0.094511      0.000000 
     17.40000        0.0364      0.271536      0.000000 
     17.45000        0.0449      0.370145      0.000000 
     17.50000        0.0436      0.365387      0.000000 
     17.55000        0.0353      0.296177      0.000000 
     17.60000        0.0244      0.181284      0.000000 
     17.65000        0.0142      0.072146      0.000000 
     17.70000        0.0068     -0.014988      0.000000 
     17.75000        0.0022     -0.070674      0.000000 
     17.80000       -0.0001     -0.101903      0.000000 
     17.85000       -0.0010     -0.115608      0.000000 
     17.90000       -0.0009     -0.117235      0.000000 
     17.95000       -0.0001     -0.110466      0.000000 
     18.00000        0.0013     -0.097453      0.000000 
     18.05000        0.0031     -0.079357      0.000000 
     18.10000        0.0051     -0.057834      0.000000 
     18.15000        0.0072     -0.035270      0.000000 
     18.20000        0.0090     -0.014800      0.000000 
     18.25000        0.0102      0.000009      0.000000 
     18.30000        0.0106      0.005818      0.000000 
     18.35000        0.0102      0.002155      0.000000 
     18.40000        0.0090     -0.010901      0.000000 
     18.45000        0.0072     -0.031024      0.000000 
     18.50000        0.0051     -0.055399      0.000000 
     18.55000        0.0030     -0.080505      0.000000 
     18.60000        0.0011     -0.104344      0.000000 
     18.65000       -0.0007     -0.125871      0.000000 
     18.70000       -0.0021     -0.144785      0.000000 
     18.75000       -0.0033     -0.161203      0.000000 
     18.80000       -0.0043     -0.175350      0.000000 
     18.85000       -0.0051     -0.187468      0.000000 
     18.90000       -0.0058     -0.197805      0.000000 
     18.95000       -0.0064     -0.206606      0.000000 
     19.00000       -0.0070     -0.214130      0.000000 
     19.05000       -0.0075     -0.220656      0.000000 
     19.10000       -0.0079     -0.226477      0.000000 
     19.15000       -0.0084     -0.231871      0.000000 
     19.20000       -0.0088     -0.237079      0.000000 
     19.25000       -0.0091     -0.242289      0.000000 
     19.30000       -0.0095     -0.247639      0.000000 
     19.35000       -0.0099     -0.253222      0.000000 
     19.40000       -0.0103     -0.259085      0.000000 
